Theme,Source,Content
Pre-arrival Services for Permanent Residents,*** Source: https://www.welcomebc.ca/study-in-b-c/resources-for-international-students#School ****,"Resources for international students
Last reviewed: March 12, 2024 
Topics on this page 
Through your school
Post-secondary students
Elementary and high school students
Learning English
Continuing education
Resources available through your school
Many post-secondary institutions have international student centres or student advisory offices. Your school may be able to help if you are experiencing challenges related to:
finding suitable accommodation
financial aid
learning about your ability to work on/off campus
building connections with other students & making friends
BC Settlement and Integration Services (BCSIS) Program
If services are not available through your own school, a local settlement service provider may be able to assist you. To learn more about what services may be available to you, contact your local BCSIS service provider."
Pre-arrival Services for Permanent Residents,*** Source: https://www.welcomebc.ca/study-in-b-c/resources-for-international-students#School ****,"Resources for post-secondary students
Education in British Columbia
EducationPlannerBC
Canadian Information Centre for International Credentials
LearnLiveBC
Employment Standards & Workplace Safety
Work as a student
Help your spouse or common-law partner work in Canada
Extending your study permit
Post-graduation work permits (PGWP)
BC Provincial Nominee Program (BC PNP)
IRCC’s Express Entry
An Educational Credential Assessment (ECA) is an independent assessment of your foreign degree, diploma, certificate, or other credential. Visit the IRCC website for ECA requirements and designated agencies."
Pre-arrival Services for Permanent Residents,*** Source: https://www.welcomebc.ca/study-in-b-c/resources-for-international-students#School ****,B.C. Early years and preschool programs help children from three to five years old prepare for elementary school.
Pre-arrival Services for Permanent Residents,*** Source: https://www.welcomebc.ca/study-in-b-c/resources-for-international-students#School ****,"Resources for learning English
Good English language skills will help you in your school studies, work, and daily activities in B.C. For more information on learning English, visit the Start Your Life section."
Pre-arrival Services for Permanent Residents,*** Source: https://www.welcomebc.ca/start-your-life-in-b-c/settlement-services ****,"Topics on this page
What are settlement services?
For permanent residents
For temporary residents
For refugees
The “View in other languages” tool at the bottom of the page will show this information in many languages.
What are settlement services?
Settlement services are programs and services that can help newcomers to Canada. Settlement services may be able to help you:
look for a job
make new friends
register for language classes
assist you in accessing government/community services
understand the local culture and customs
understand your rights in Canada
Settlement services are usually free for newcomers to access. The services you receive are confidential."
Pre-arrival Services for Permanent Residents,*** Source: https://www.welcomebc.ca/start-your-life-in-b-c/settlement-services ****,"Settlement services are most often provided by local community organizations, such as multicultural societies, neighbourhood houses or libraries. Settlement workers at these organizations can often support you in your first language (i.e. your “mother tongue”), in addition to providing services in English and/or French."
Pre-arrival Services for Permanent Residents,*** Source: https://www.welcomebc.ca/start-your-life-in-b-c/settlement-services ****,"Settlement services for permanent residents
The Government of Canada supports many organizations across the country. These organizations deliver settlement services for permanent residents. They also deliver settlement services for for displaced Ukrainians and their immediate family members arriving through the Canada Ukraine Authorization for Emergency Travel (CUAET) program."
Pre-arrival Services for Permanent Residents,*** Source: https://www.welcomebc.ca/start-your-life-in-b-c/settlement-services ****,"Pre-arrival services can help you to:
prepare for your move to Canada
get your education, work experience and credentials recognized in Canada
connect with employers to find a job
connect with free services after you arrive in Canada
Learn more about pre-arrival services from Immigration, Refugees, and Citizenship Canada (IRCC)."
Pre-arrival Services for Permanent Residents,*** Source: https://www.welcomebc.ca/start-your-life-in-b-c/settlement-services ****,Get help when you arrive at the airport in B.C. from the Community Airport Newcomers Network (CAAN).
Pre-arrival Services for Permanent Residents,*** Source: https://www.welcomebc.ca/start-your-life-in-b-c/settlement-services ****,Find your local WorkBC Centre and learn about the employment services they offer.
Pre-arrival Services for Permanent Residents,*** Source: https://www.welcomebc.ca/start-your-life-in-b-c/settlement-services ****,"Eligible clients include:
Temporary workers with a valid work permit
International post-secondary students (if services are not offered at their educational institution)
Provincial Nominees awaiting a decision on their application for permanent residence
Naturalized Canadian citizens
Displaced Ukrainians and their immediate family members with valid CUAET visas 
Some refugee claimants (More support is available through the BC SAF HAVN program)
The types of services vary by organization, but often include:
One-on-one information and referral
Workshops and support groups
Peer support and mentoring
Find a settlement service agency near you that supports temporary residents and naturalized Canadian citizens."
Pre-arrival Services for Permanent Residents,*** Source: https://www.welcomebc.ca/start-your-life-in-b-c/settlement-services ****,"The Migrant Worker Hub includes many links and important information that may be helpful for temporary workers in B.C, and includes a map of services available across the province."
Pre-arrival Services for Permanent Residents,*** Source: https://www.welcomebc.ca/start-your-life-in-b-c/settlement-services ****,Visit the Working in B.C. page for more information on the rights of workers in B.C.
Pre-arrival Services for Permanent Residents,*** Source: https://www.welcomebc.ca/start-your-life-in-b-c/settlement-services ****,"Services for refugees and refugee claimants 
Government-assisted refugees
Under the Government assisted refugees program, refugees are referred to Canada for resettlement by the United  Nations Refugee Agency or another referral organization. Government-assisted refugees receive support for up to 1 year from the date they arrive in Canada or until they can support themselves – whichever happens first. This may include accommodation, clothing, food, and help finding employment."
Pre-arrival Services for Permanent Residents,*** Source: https://learnlivebc.ca/learn/about-education-in-british-columbia ****,"Post-secondary international students can transfer between programs of study and institutions without applying for changes to their study permits. For more information about transferring between institutions in British Columbia, visit the British Columbia Council on Admissions and Transfer (BCCAT) website."
Pre-arrival Services for Permanent Residents,*** Source: https://learnlivebc.ca/learn/about-education-in-british-columbia ****,"In B.C., children between the ages of 5 and 18 attend Kindergarten to Grade 12 programs at either an elementary or secondary school. Parents can choose to enrol their child in either a public or independent school that offers these programs - there are approximately 350 independent schools and about 1600 public schools."
Pre-arrival Services for Permanent Residents,*** Source: https://learnlivebc.ca/learn/about-education-in-british-columbia ****,"Casinoer med dansk licens har et stort udvalg af spil. casino24dk.com online casinoer med dansk licens er populære.
Universities
Teaching and research universities offer undergraduate and graduate degree programs at both the Masters and PhD levels. Some also offer diplomas and certificates in professional fields, as well as continuing education programs."
Pre-arrival Services for Permanent Residents,*** Source: https://learnlivebc.ca/learn/about-education-in-british-columbia ****,Find out more about University programs and credit transfers.
Pre-arrival Services for Permanent Residents,*** Source: https://learnlivebc.ca/learn/about-education-in-british-columbia ****,"Colleges provide courses and programs in trades, vocational, career technical and academic studies leading to certificates, diplomas, associate degrees and applied degrees. They also offer programs that prepare adult learners for post-secondary studies. Some college programs allow you to transfer into university programs to complete an undergraduate degree."
Pre-arrival Services for Permanent Residents,*** Source: https://learnlivebc.ca/learn/about-education-in-british-columbia ****,Find out more about College and Institute programs and credit transfers.
Pre-arrival Services for Permanent Residents,*** Source: https://learnlivebc.ca/learn/about-education-in-british-columbia ****,"Degree granting private and non-B.C. public institutions
Private and out-of-province public institutions must be authorized by the government to deliver degree programs. This ensures you have access to a top-notch post-secondary system."
Pre-arrival Services for Permanent Residents,*** Source: https://learnlivebc.ca/learn/about-education-in-british-columbia ****,"For a current list of institutions and programs that have received ministerial consent, visit the Degree Authorization website."
Pre-arrival Services for Permanent Residents,*** Source: https://learnlivebc.ca/learn/about-education-in-british-columbia ****,"Private career and language training
Privately-operated career and language training institutions offer non-degree level programs in a variety of areas of study. In British Columbia, private training institutions require a certificate under the Private Training Act if they provide, or offer to provide, at least one career-related program with 40 hours or more of instructional time, and tuition of at least $4000."
Pre-arrival Services for Permanent Residents,*** Source: https://learnlivebc.ca/learn/about-education-in-british-columbia ****,"Ensuring institutions meet the requirements and standards for certification, and;
Providing student protection and overseeing the Student Tuition Protection Fund.
PTIB also maintains a Private Training Institution Directory of all certified institutions and the programs they provide, along with formerly certified institutions."
Pre-arrival Services for Permanent Residents,*** Source: https://learnlivebc.ca/learn/about-education-in-british-columbia ****,"Spela på ett casinon med hög utdelning för maximala vinster. Många spelare väljer casino med bäst utdelning för bättre odds.
Distance and online learning
You may also choose to earn your B.C. qualification without leaving home through online distance and supported open learning (this is also called distributed learning). This is a great option if you can't afford to take time out of work for full-time study."
Pre-arrival Services for Permanent Residents,*** Source: https://www.welcomebc.ca/work-in-b-c/finding-work-in-b-c ****,"What you need to work in B.C.
In addition to your Social Insurance Number and work permit (if required), here are some other items that you may need to get a job in B.C.:
A résume
Work references
Education and professional credentials (translated into English if the originals are in another language)
Professional certification from a B.C. regulatory authority
Some items can only be completed once you are in B.C., but many can be prepared before you arrive. The more you have done before you arrive, the more likely you are to get a job in your field."
Pre-arrival Services for Permanent Residents,*** Source: https://www.welcomebc.ca/work-in-b-c/finding-work-in-b-c ****,"Where to look for a job
The WorkBC website is operated by the government of B.C. You can use it to search for jobs and learn about different careers. You can also learn about B.C.’s economy, industries, and job market. You can get information about employment services and job training programs available to you. You can find employment services information in English and French. 
WorkBC.ca
The majority of employers do not advertise their job vacancies. Growing your network can help you find job opportunities and connect with employers in the “hidden” job market. Your current social circle is a good place to start, but you can find other ways to grow your network on the WorkBC website."
Pre-arrival Services for Permanent Residents,*** Source: https://www.welcomebc.ca/work-in-b-c/finding-work-in-b-c ****,"How to apply for a job
Applications
Most companies expect you to complete an application. You will need to give your address, phone number, work history, and references (contact information of people you worked for). Make sure you have all the information you need before you fill in an application form. Some companies will take your application in person. Others will only accept applications online."
Pre-arrival Services for Permanent Residents,*** Source: https://www.welcomebc.ca/work-in-b-c/finding-work-in-b-c ****,"The WorkBC website has information about job applications. You can learn about writing a resumé, getting ready for an interview, networking (getting to know people who can help you find work), and using social media to find jobs."
Pre-arrival Services for Permanent Residents,*** Source: https://www.welcomebc.ca/work-in-b-c/finding-work-in-b-c ****,"Resumés
Many companies ask for a resumé and cover letter when you apply for a job. A resumé describes your work experience and education. It says when you had a job and what you did. A cover letter is a short letter to the employer. You should write why you want the job and why you will be good at it. The cover letter is very important. It lets the employer know you better. It also shows how well you communicate. Find out how the company would like to receive your resumé and cover letter – by email, through a website, or printed on paper.
Go to WorkBC’s website to learn how to write your resumé and cover letter.
WorkBC Centres also offer free workshops. Visit the website to find a centre near you. 
The job search section of Canada’s Job Bank has information about writing a resumé.
References
Before you start looking for a job, find some references. References are people who know you and can recommend you for a job. Employers may contact your references to ask about your qualifications. You will need to give their names and contact information (phone number and email address) when you apply for a job. Ask former employers and landlords if they can be your reference."
Pre-arrival Services for Permanent Residents,*** Source: https://www.welcomebc.ca/work-in-b-c/finding-work-in-b-c ****,"If you are new to Canada, you may not have any references here. Volunteering can help you get local work experience and meet people who will be a reference for you.  A WorkBC Centre may be able to help you find volunteer experience."
Pre-arrival Services for Permanent Residents,*** Source: https://www.welcomebc.ca/work-in-b-c/finding-work-in-b-c ****,"Criminal record checks
Some employers may ask for a criminal record check. A criminal record check is an official report from the police. It shows if you have been convicted (found guilty) of a criminal act (breaking the law). If you have a criminal record, you can still find work. However, some employers will not hire people with criminal records – for example, schools and child care companies."
Pre-arrival Services for Permanent Residents,*** Source: https://www.welcomebc.ca/work-in-b-c/finding-work-in-b-c ****,"The employer will ask questions about your education, skills, and work experience. They might ask things like:
Why do you want to work here?
Why do you think you are the best person for the job?
Tell me about yourself.
Tell me about other jobs you’ve had.
Employers want you to explain your skills. Practise answering questions before the interview. Employers also want you to care about their business. Learn about the company before your interview. At the interview, you can also ask the employer questions. Ask about job duties, wages, work hours, benefits, and vacation time."
Pre-arrival Services for Permanent Residents,*** Source: https://www.welcomebc.ca/work-in-b-c/finding-work-in-b-c ****,"Learn more about resumés, cover letters, and job interviews on the WorkBC website."
Pre-arrival Services for Permanent Residents,*** Source: https://www.welcomebc.ca/work-in-b-c/finding-work-in-b-c ****,"Different types of credential assessments
There are different types of credential assessment depending on what the assessment will be used for. Two common reasons that newcomers are asked to complete a credential assessment are:
Immigration - most individuals immigrating to Canada for work (economic immigration) need to have an educational credential assessment (ECA). An ECA is used to verify that a foreign degree, diploma, or certificate (or other proof of your credential) is valid and equal to a Canadian one.
Professional certification – credential assessments for professional certification often look at more than education. It may also be necessary to provide information about work experience, licenses or other official certifications from outside of Canada. In addition, it may be necessary to pass some tests related to the job.
It is very important to understand what type of assessment it is. A credential assessment that was completed for immigration purposes usually cannot be used for professional certification."
Pre-arrival Services for Permanent Residents,*** Source: https://www.welcomebc.ca/work-in-b-c/finding-work-in-b-c ****,Visit the getting certified to work in B.C. page to learn more about credential assessment.
Pre-arrival Services for Permanent Residents,*** Source: https://www.welcomebc.ca/work-in-b-c/finding-work-in-b-c ****,WorkBC has information about employment and upgrading programs.
Pre-arrival Services for Permanent Residents,*** Source: https://www.welcomebc.ca/work-in-b-c/finding-work-in-b-c ****,You can also connect with your local WorkBC Centre to get help with your job search. WorkBC Centre staff help people find and apply for jobs. They have free resources you can use to find work.
Pre-arrival Services for Permanent Residents,*** Source: https://www.welcomebc.ca/work-in-b-c/finding-work-in-b-c ****,"WorkBC Centres provide:
planning, support, and workshops to help you find a job
training to build your skills
work experience
services for people who want to work for themselves
help searching for jobs, preparing a resumé, contacting employers, and getting ready for a job interview
assistive technology and other supports for people with disabilities
financial support to participate in services and to start a job, including child care, transportation, essential work clothes and tools, and language interpretation
Learn English
English language skills will help you work in your profession, take care of daily activities and find success in B.C. The Daily Life page has information about where you can take English language classes."
Pre-arrival Services for Permanent Residents,*** Source: https://www.welcomebc.ca/work-in-b-c/getting-certified-to-work-in-b-c ****,"To work in a regulated job, you need to be certified by the appropriate regulatory authority. Before certifying you for the job, the regulatory authority will assess your skills and experience. If you were educated or trained in a different country, this process is called International Credential Recognition (ICR) or Foreign Credential Recognition (FCR). The regulatory authority is checking to make sure your qualifications meet the minimum requirements for that job."
Pre-arrival Services for Permanent Residents,*** Source: https://www.welcomebc.ca/work-in-b-c/getting-certified-to-work-in-b-c ****,"International credential recognition is separate from the education credential assessment (ECA) you may have completed as part of the immigration process with Immigration, Refugees and Citizenship Canada (IRCC). Some people who were educated outside of Canada may need to complete more training before they can be certified and work in regulated jobs in Canada."
Pre-arrival Services for Permanent Residents,*** Source: https://www.welcomebc.ca/work-in-b-c/getting-certified-to-work-in-b-c ****,"To work in a non-regulated job, only the employer needs to review your qualifications. They may check your education, and credentials, and your work experience."
Pre-arrival Services for Permanent Residents,*** Source: https://www.welcomebc.ca/work-in-b-c/getting-certified-to-work-in-b-c ****,"You should start your application as soon as you can. Some regulatory authorities will allow you to apply before you come to Canada.
Visit the regulatory authority’s website and carefully read about the application process and costs
Contact the regulatory authority by phone or email. Ask any questions you have about document requirements
Prepare your documents for the application. Talk to the regulatory authority before having your documents translated or assessed. The authority may have rules about where to go for this service
Ask if you need to take an exam or provide a reference from your previous employer
Prepare the money to pay the application costs. If you don’t have the money, you may be able to get a low-interest loan to help you pay the fees. There are programs that provide financial help:
The Career Paths for Skilled Immigrants program
Foreign Credential Recognition (FCR) Loan Project
Global Talent Loans
Waiting for results
It may take several months for your application to be assessed. During this time, the regulatory authority may:
Contact your references and past employers to check your experience
Test your job-related skills
Interview you
Ask for more documents or information
You must receive your certification before you can be hired and begin working in a regulated job in B.C."
Pre-arrival Services for Permanent Residents,*** Source: https://www.welcomebc.ca/work-in-b-c/getting-certified-to-work-in-b-c ****,"Additional Training
You may need to take more training to work in a certified job in B.C. This is called ‘upgrading’ or ‘bridge training’. Ask a regulatory authority or an employer what kind of upgrading or bridge training you may need."
Pre-arrival Services for Permanent Residents,*** Source: https://www.welcomebc.ca/work-in-b-c/getting-certified-to-work-in-b-c ****,"What if I can’t get certified in B.C.?
The Career Paths program may be able to help you with getting certified or finding other employment related to your education and experience."
Pre-arrival Services for Permanent Residents,*** Source: https://www.welcomebc.ca/work-in-b-c/getting-certified-to-work-in-b-c ****,"A related career is a similar job to the one you trained for. It may not be the exact job. For example, you might work:
In a job that requires qualifications closer to those you already have
With similar skills in a different industry
In a different role in the same industry
Finding work in a related job could be a good option if you:
Have applied for certification and need work while waiting for approval
Are upgrading your training before applying for certification
Want to get valuable work experience 
WorkBC’s Career Profiles have information on possible related careers."
Pre-arrival Services for Permanent Residents,*** Source: https://www.welcomebc.ca/work-in-b-c/getting-certified-to-work-in-b-c ****,"In B.C., labour mobility is also protected through the Labour Mobility Act. The Act ensures that workers can fully benefit from the labour mobility provisions in the Canadian Free Trade Agreement."
Pre-arrival Services for Permanent Residents,*** Source: https://www.welcomebc.ca/work-in-b-c/coming-to-b-c-for-work ****,"If you would like to come and work in B.C., visit the Immigration, Refugees and Citizenship Canada (IRCC) website to find out about the options available to you. An online tool is available on the IRCC website that can help you to determine if you are eligible to come to Canada as an immigrant, temporary resident or visitor."
Pre-arrival Services for Permanent Residents,*** Source: https://www.welcomebc.ca/work-in-b-c/coming-to-b-c-for-work ****,"Immigration, Refugees and Citizenship Canada: Come to Canada tool
Topics on this page
Temporary foreign workers (TFWs)
Extending your work permit
Becoming a permanent resident
Temporary foreign workers (TFWs)
If you would like to work in B.C. temporarily, there are several steps you’ll need to take. If you are not a Canadian citizen or permanent resident, then you will usually need both a valid work permit and a Social Insurance Number (SIN) in order to work in British Columbia. While in B.C., you have many of the same rights as British Columbians."
Pre-arrival Services for Permanent Residents,*** Source: https://www.welcomebc.ca/work-in-b-c/coming-to-b-c-for-work ****,"How do I get a work permit?
If you want to come to B.C. temporarily to work, you will likely need to get a work permit.
Find out if you need a work permit
In some situations you can get a work permit even if you do not have a job offer. These work permits are called open work permits.
Find out more about open work permits
If you can’t get an open work permit, you will need a job offer from an employer. In most cases, before hiring a foreign worker an employer must receive a positive Labour Market Impact Assessment (LMIA) showing that there are no Canadian citizens or permanent residents available to fill the job. A positive LMIA is sometimes called a confirmation letter."
Pre-arrival Services for Permanent Residents,*** Source: https://www.welcomebc.ca/work-in-b-c/coming-to-b-c-for-work ****,"Once an employer has a positive LMIA, they can hire you as temporary foreign worker and you can apply for a work permit. There is a fee to apply for an LMIA. The employer is responsible for applying for an LMIA and paying the application fee.
Find out if you need a Labour Market Impact Assessment
Do I need a visitor visa?
In addition to a work permit, you may need a visitor visa in order to enter Canada.
Find out if you need a visitor visa
If you are working temporarily in B.C., your spouse or common-law partner and your dependents may be able to come with you. They may also be eligible to apply for a study or work permit.
Information on spousal work permits
What are my rights as a worker in B.C.?
While living and working in B.C. as a temporary foreign resident, you have many of the same rights as British Columbians.
Find out more about your rights as a temporary foreign worker
Social Insurance Number
You will need a Social Insurance Number (SIN) to work in Canada. You also need a SIN to use government programs and benefits. Learn how to apply for your SIN and what documents you will need to apply."
Pre-arrival Services for Permanent Residents,*** Source: https://www.welcomebc.ca/work-in-b-c/coming-to-b-c-for-work ****,"Extending your work permit
If you have a work permit that’s about to expire, you need to apply to Immigration, Refugees and Citizenship Canada (IRCC) to extend your work permit, or make changes to the conditions on it."
Pre-arrival Services for Permanent Residents,*** Source: https://www.welcomebc.ca/work-in-b-c/coming-to-b-c-for-work ****,You need to apply at least 30 days before your current work permit expires.
Pre-arrival Services for Permanent Residents,*** Source: https://www.welcomebc.ca/work-in-b-c/coming-to-b-c-for-work ****,You can’t extend your work permit beyond the expiry date of your passport.
Pre-arrival Services for Permanent Residents,*** Source: https://www.welcomebc.ca/work-in-b-c/coming-to-b-c-for-work ****,"Employer-specific work permits
You need to apply to extend or change the conditions of your work permit if:
your job is extended
there are changes to your current job, such as:
a change in your pay
new responsibilities
you’re offered a different job
you want to work for a new employer
You can’t start working at a different job or for a new employer until you get your work permit with the new conditions."
Pre-arrival Services for Permanent Residents,*** Source: https://www.welcomebc.ca/work-in-b-c/coming-to-b-c-for-work ****,"Open work permits
If you have an open work permit, you may be able to extend it if you’re still eligible to work in Canada with an open work permit."
Pre-arrival Services for Permanent Residents,*** Source: https://www.welcomebc.ca/work-in-b-c/coming-to-b-c-for-work ****,"Becoming a permanent resident
If you want to make your temporary stay in B.C. permanent, there are several options for getting permanent residence in Canada. For some of these programs, you may be eligible even if you have not yet arrived in Canada."
Pre-arrival Services for Permanent Residents,*** Source: https://www.welcomebc.ca/work-in-b-c/coming-to-b-c-for-work ****,"BC Provincial Nominee Program
The BC Provincial Nominee Program offers a pathway to permanent residence for skilled and semi-skilled workers, international graduates, and their family members who intend to settle in B.C."
Pre-arrival Services for Permanent Residents,*** Source: https://www.welcomebc.ca/work-in-b-c/coming-to-b-c-for-work ****,"Express Entry - IRCC
The federal Express Entry system manages applications for permanent residence under the following programs:
Federal Skilled Worker
Federal Skilled Trades
Canadian Experience Class
Provincial Nominees
You need to meet the eligibility criteria for at least one of these programs in order to apply through Express Entry."
Pre-arrival Services for Permanent Residents,*** Source: https://www.welcomebc.ca/work-in-b-c/coming-to-b-c-for-work ****,"Caregiver Program - IRCC
The federal Caregiver Program provides permanent residence pathways for people who are employed as live-in caregivers or who are caregivers to children or people with high medical needs.
There may be other pathways available for you to apply for permanent residence. Check the IRCC website for the latest information about any changes, new programs, or pilots that may be available."
Pre-arrival Services for Permanent Residents,*** Source: https://www.welcomebc.ca/work-in-b-c/working-in-b-c ****,"Know your rights as a worker in B.C.
While living and working in B.C. as a temporary resident, you have many of the same rights as British Columbians."
Pre-arrival Services for Permanent Residents,*** Source: https://www.welcomebc.ca/work-in-b-c/working-in-b-c ****,"If you are in B.C. under the federal Temporary Foreign Worker Program, there are rules that your employer needs to follow. If your employer is not following the terms of your employment agreement or if you suspect that your employer is abusing or misusing the Temporary Foreign Worker Program, you can contact Employment and Social Development Canada. They have a confidential tip line, 1-866-602-9448, and an Online Fraud Reporting Tool."
Pre-arrival Services for Permanent Residents,*** Source: https://www.welcomebc.ca/work-in-b-c/working-in-b-c ****,"If you have questions or concerns but don’t know who to contact, call the WorkBC Contact Centre at 1-877-952-6914. Staff will listen to your situation and give you the contact details for the right organization."
Pre-arrival Services for Permanent Residents,*** Source: https://www.welcomebc.ca/work-in-b-c/working-in-b-c ****,"If you feel that you are being abused or you are at risk of being abused in relation to your job in Canada, you can report the issue to an appropriate enforcement agency, such as the police, WorkSafeBC, or the Employment Standards Branch, listed below."
Pre-arrival Services for Permanent Residents,*** Source: https://www.welcomebc.ca/work-in-b-c/working-in-b-c ****,You may also be eligible for an open work permit for vulnerable foreign workers who are victims of abuse. This work permit helps protect your rights as a worker by helping you leave an abusive situation to find a new job. More information can be found on IRCC’s website.
Pre-arrival Services for Permanent Residents,*** Source: https://www.welcomebc.ca/work-in-b-c/working-in-b-c ****,"Discrimination and harassment
The B.C. Human Rights Code is a law that protects workers from unfair treatment. Employers cannot refuse to hire people for reasons that are not related to the work. This includes skin colour, race, marital status, family background, religion, sex, sexual orientation, age, or a disability."
Pre-arrival Services for Permanent Residents,*** Source: https://www.welcomebc.ca/work-in-b-c/working-in-b-c ****,"All people have the right to feel safe at work. If an employer or colleague makes unwelcome sexual advances (for example, always asking you for a date, telling unwelcome jokes, or touching you), this is called sexual harassment. It is also harassment if people criticize or joke about your home country, ethnicity, or religion. The Human Rights Code protects you against these behaviours."
Pre-arrival Services for Permanent Residents,*** Source: https://www.welcomebc.ca/work-in-b-c/working-in-b-c ****,"Your employer is required to provide a harassment-free workplace. If someone is harassing or bullying you, you can report it. Write down what happened. If anyone witnessed (saw) the other person harassing you, ask them to write what they saw. If you belong to a union, talk to them. You can also tell the person’s boss or your boss. Although these things may not be part of the Human Rights Code, you may be protected by WorkSafeBC."
Pre-arrival Services for Permanent Residents,*** Source: https://www.welcomebc.ca/work-in-b-c/working-in-b-c ****,"The actions people think of as harassment can be different, depending on their country or culture. Talk with your union representative, or a settlement worker. They will help you understand if the behaviour is harassment. You can also contact your settlement agency."
Pre-arrival Services for Permanent Residents,*** Source: https://www.welcomebc.ca/work-in-b-c/working-in-b-c ****,"Permanent residents, including refugees
Temporary residents, including refugee claimants, temporary foreign workers, and post-secondary international students
Back"
Pre-arrival Services for Permanent Residents,*** Source: https://www.welcomebc.ca/work-in-b-c/working-in-b-c ****,"Employment standards
The Employment Standards Act is a law to protect workers in British Columbia. The Employment Standards Act applies to full-time, part-time, and casual workers. Employers must follow this law. For example, the law says employers must allow workers to take a 30-minute unpaid meal break within 5 hours of starting work. The law also says that if you quit your job, your employer must pay you within 6 days for all the hours you worked."
Pre-arrival Services for Permanent Residents,*** Source: https://www.welcomebc.ca/work-in-b-c/working-in-b-c ****,"Other laws protect workers’ rights for other things, such as overtime pay (higher pay for extra work) and leave (time off work with pay). If your employer is not obeying these laws, talk to them about the problem. If the problem is not resolved, contact your union or the Employment Standards Branch. Toll-free: 1 833 236-3700"
Pre-arrival Services for Permanent Residents,*** Source: https://www.welcomebc.ca/work-in-b-c/working-in-b-c ****,"You are protected if you make a complaint to the Employment Standards Branch. Your employer cannot fire (dismiss) you because you made a complaint. They cannot say they will fire you or refuse to pay you. For more information, visit the website."
Pre-arrival Services for Permanent Residents,*** Source: https://www.welcomebc.ca/work-in-b-c/working-in-b-c ****,"Some workers are not protected by the Employment Standards Act. This includes workers in self-regulated professions – for example, doctors, lawyers, and accountants. It also includes people who have their own business. Workers can be hired as a company employee or as an independent contractor. Independent contractors are self-employed – they work for themselves."
Pre-arrival Services for Permanent Residents,*** Source: https://www.welcomebc.ca/work-in-b-c/working-in-b-c ****,"Sometimes, it is not clear if the worker is a company employee or an independent contractor (self-employed). This relationship affects the employee’s rights. The company and the worker may disagree about this relationship. If this happens to you, contact the Employment Standards Branch."
Pre-arrival Services for Permanent Residents,*** Source: https://www.welcomebc.ca/work-in-b-c/working-in-b-c ****,"If you belong to a union, the Employment Standards Branch cannot help you. If you have a problem, you must talk to someone in your union. See the Joining a Union section below."
Pre-arrival Services for Permanent Residents,*** Source: https://www.welcomebc.ca/work-in-b-c/working-in-b-c ****,Hours of work and overtime
Pre-arrival Services for Permanent Residents,*** Source: https://www.welcomebc.ca/work-in-b-c/working-in-b-c ****,"The usual working time in British Columbia is 8 hours a day and 40 hours a week. If an employer asks you to work more than 8 hours in a day, or more than 40 hours in a week, they must pay you a higher rate. This is called overtime pay. Overtime pay is one-and-a-half times (1.5 times) your regular hourly pay. For example, if your regular wage is $16 per hour, your overtime wage will be $24 per hour."
Pre-arrival Services for Permanent Residents,*** Source: https://www.welcomebc.ca/work-in-b-c/working-in-b-c ****,"Part-time or casual workers should get overtime pay if they work more than 8 hours in a day. The employer cannot pay you for less than 2 hours of work, even if the working time is less than 2 hours. If an employer asks you to come in to work and you report for work, they must pay you for at least 2 hours."
Pre-arrival Services for Permanent Residents,*** Source: https://www.welcomebc.ca/work-in-b-c/working-in-b-c ****,Some jobs do not have to follow the rules for hours of work and overtime. Contact the Employment Standards Branch if you have questions about the rules for your job.
Pre-arrival Services for Permanent Residents,*** Source: https://www.welcomebc.ca/work-in-b-c/working-in-b-c ****,"Time off
After you have worked for 5 hours, your employer has to give you a 30-minute break. The employer does not have to pay you for the time of your break. If your employer asks you to be ready to work during your break, or if they ask you to return to work before the 30 minutes are over, they must pay you for the time."
Pre-arrival Services for Permanent Residents,*** Source: https://www.welcomebc.ca/work-in-b-c/working-in-b-c ****,"You may work a split shift. This is a shift with a long unpaid break in the middle. For example, many restaurant employees work 4 hours in the morning and 4 hours in the evening. The time between starting your first shift and finishing your last shift must be less than 12 hours. If you work a split shift, the employer must pay you for at least 2 hours of work for the whole day, not for each part of your shift."
Pre-arrival Services for Permanent Residents,*** Source: https://www.welcomebc.ca/work-in-b-c/working-in-b-c ****,"In every work week, you should have 1 break that lasts at least 32 hours. This means that if your employer asks you to work 7 days in a row during a week, you must receive one-and-a-half times your hourly pay for the hours you work on your shortest day."
Pre-arrival Services for Permanent Residents,*** Source: https://www.welcomebc.ca/work-in-b-c/working-in-b-c ****,"The law says employers must make sure workplaces are safe and healthy. They must make sure you have the safety equipment you need. They must give you training and information to stay safe. You must follow the employer’s safety instructions. If you see something unsafe, you must tell the employer right away."
Pre-arrival Services for Permanent Residents,*** Source: https://www.welcomebc.ca/work-in-b-c/working-in-b-c ****,"WorkSafeBC helps prevent injuries at work. They train employees and workers. They also help people who get hurt at work. People with a work-related illness or injury may not be able to work. If this happens to you, WorkSafeBC may give you compensation (money for lost wages) and cover medical care costs. Employers pay for WorkSafeBC coverage."
Pre-arrival Services for Permanent Residents,*** Source: https://www.welcomebc.ca/work-in-b-c/working-in-b-c ****,Read information from WorkSafeBC on workplace safety.
Pre-arrival Services for Permanent Residents,*** Source: https://www.welcomebc.ca/work-in-b-c/working-in-b-c ****,You have the right to refuse to do unsafe work.
