question,answer
Where is CBC Studio 700 located?,"CBC Studio 700 is located at 700 Hamilton, Vancouver, BC, V6B 2R5."
In which local area is CBC Studio 700 located?,CBC Studio 700 is in the Downtown neighborhood.
What type of cultural space is CBC Studio 700?,CBC Studio 700 is categorized as a Theatre/Performance.
What is the primary use of CBC Studio 700?,The primary use of CBC Studio 700 is Performance Space.
Who owns CBC Studio 700?,CBC Studio 700 is owned by Government.
How big is CBC Studio 700 in square feet?,CBC Studio 700 has approximately 2784 square feet of space.
How many seats are available at CBC Studio 700?,CBC Studio 700 has 140 seats.
Where can I find more information about CBC Studio 700?,You can learn more at: http://www.cbc.ca/bc/communityspaces/studio700.html#igImgId_11630
Is CBC Studio 700 currently active?,"Yes, CBC Studio 700 is currently active."
Where is Center for Digital Media located?,"Center for Digital Media is located at 555 Great Northern Way, Vancouver, BC, V5T 1E2."
In which local area is Center for Digital Media located?,Center for Digital Media is in the Strathcona neighborhood.
What type of cultural space is Center for Digital Media?,Center for Digital Media is categorized as a Educational.
What is the primary use of Center for Digital Media?,The primary use of Center for Digital Media is Educational Institution.
Who owns Center for Digital Media?,Center for Digital Media is owned by Government.
How big is Center for Digital Media in square feet?,Center for Digital Media has approximately 51000 square feet of space.
Where can I find more information about Center for Digital Media?,You can learn more at: www.gnwc.ca
Is Center for Digital Media currently active?,"Yes, Center for Digital Media is currently active."
"Where is Centre A, Centre For Contemporary Asian Art located?","Centre A, Centre For Contemporary Asian Art is located at 229 E Georgia St, Vancouver, BC, V6A 1Z6."
"In which local area is Centre A, Centre For Contemporary Asian Art located?","Centre A, Centre For Contemporary Asian Art is in the Strathcona neighborhood."
"What type of cultural space is Centre A, Centre For Contemporary Asian Art?","Centre A, Centre For Contemporary Asian Art is categorized as a Museum/Gallery."
"What is the primary use of Centre A, Centre For Contemporary Asian Art?","The primary use of Centre A, Centre For Contemporary Asian Art is Museum/Gallery."
"Who owns Centre A, Centre For Contemporary Asian Art?","Centre A, Centre For Contemporary Asian Art is owned by Privately Owned."
"How big is Centre A, Centre For Contemporary Asian Art in square feet?","Centre A, Centre For Contemporary Asian Art has approximately 1500 square feet of space."
"Where can I find more information about Centre A, Centre For Contemporary Asian Art?",You can learn more at: http://centrea.org
"Is Centre A, Centre For Contemporary Asian Art currently active?","Yes, Centre A, Centre For Contemporary Asian Art is currently active."
Where is Ceperley Meadow located?,"Ceperley Meadow is located at , Vancouver, BC,."
What type of cultural space is Ceperley Meadow?,Ceperley Meadow is categorized as a Community Space.
What is the primary use of Ceperley Meadow?,The primary use of Ceperley Meadow is Plaza/Park/Band Shell.
Who owns Ceperley Meadow?,Ceperley Meadow is owned by City of Vancouver.
How big is Ceperley Meadow in square feet?,Ceperley Meadow has approximately 5558 square feet of space.
Is Ceperley Meadow currently active?,"Yes, Ceperley Meadow is currently active."
"Where is Chapel Arts, The located?","Chapel Arts, The is located at 304 Dunlevy St, Vancouver, BC, V6A 3Y4."
"In which local area is Chapel Arts, The located?","Chapel Arts, The is in the Strathcona neighborhood."
"What type of cultural space is Chapel Arts, The?","Chapel Arts, The is categorized as a Theatre/Performance."
"What is the primary use of Chapel Arts, The?","The primary use of Chapel Arts, The is Performance Space."
"Who owns Chapel Arts, The?","Chapel Arts, The is owned by Privately Owned."
"How big is Chapel Arts, The in square feet?","Chapel Arts, The has approximately 2882 square feet of space."
"Where can I find more information about Chapel Arts, The?",You can learn more at: www.chapelarts.com?
"Is Chapel Arts, The currently active?","Yes, Chapel Arts, The is currently active."
Where is Charles H. Scott Gallery located?,"Charles H. Scott Gallery is located at 1399 Johnston St, Vancouver, BC, V6H 2R9."
In which local area is Charles H. Scott Gallery located?,Charles H. Scott Gallery is in the Fairview neighborhood.
What type of cultural space is Charles H. Scott Gallery?,Charles H. Scott Gallery is categorized as a Museum/Gallery.
What is the primary use of Charles H. Scott Gallery?,The primary use of Charles H. Scott Gallery is Museum/Gallery.
Who owns Charles H. Scott Gallery?,Charles H. Scott Gallery is owned by Government.
Where can I find more information about Charles H. Scott Gallery?,You can learn more at: www.chscott.ecuad.ca?
Is Charles H. Scott Gallery currently active?,"Yes, Charles H. Scott Gallery is currently active."
Where is Circle Craft Co-Operative Shop & Gallery located?,"Circle Craft Co-Operative Shop & Gallery is located at 1666 Johnston St, Vancouver, BC, V6H 3S2."
In which local area is Circle Craft Co-Operative Shop & Gallery located?,Circle Craft Co-Operative Shop & Gallery is in the Fairview neighborhood.
What type of cultural space is Circle Craft Co-Operative Shop & Gallery?,Circle Craft Co-Operative Shop & Gallery is categorized as a Museum/Gallery.
What is the primary use of Circle Craft Co-Operative Shop & Gallery?,The primary use of Circle Craft Co-Operative Shop & Gallery is Museum/Gallery.
Who owns Circle Craft Co-Operative Shop & Gallery?,Circle Craft Co-Operative Shop & Gallery is owned by Government.
Where can I find more information about Circle Craft Co-Operative Shop & Gallery?,You can learn more at: www.circlecraft.net/
Is Circle Craft Co-Operative Shop & Gallery currently active?,"Yes, Circle Craft Co-Operative Shop & Gallery is currently active."
Where is City of Vancouver Artist Studio located?,"City of Vancouver Artist Studio is located at 1202 E Pender St, Vancouver, BC, V6A 1W8."
In which local area is City of Vancouver Artist Studio located?,City of Vancouver Artist Studio is in the Strathcona neighborhood.
What type of cultural space is City of Vancouver Artist Studio?,City of Vancouver Artist Studio is categorized as a Studio/Rehearsal.
What is the primary use of City of Vancouver Artist Studio?,The primary use of City of Vancouver Artist Studio is Artist Studio w/Residence.
Who owns City of Vancouver Artist Studio?,City of Vancouver Artist Studio is owned by City of Vancouver.
How big is City of Vancouver Artist Studio in square feet?,City of Vancouver Artist Studio has approximately 1446 square feet of space.
Where can I find more information about City of Vancouver Artist Studio?,You can learn more at: https://vancouver.ca/people-programs/artist-live-work-studio-program.aspx
Is City of Vancouver Artist Studio currently active?,"Yes, City of Vancouver Artist Studio is currently active."
Where is Clayzone Ceramics Gallery located?,"Clayzone Ceramics Gallery is located at 661 E 15th Av, Vancouver, BC,."
In which local area is Clayzone Ceramics Gallery located?,Clayzone Ceramics Gallery is in the Mount Pleasant neighborhood.
What type of cultural space is Clayzone Ceramics Gallery?,Clayzone Ceramics Gallery is categorized as a Educational.
What is the primary use of Clayzone Ceramics Gallery?,The primary use of Clayzone Ceramics Gallery is Educational Institution.
Who owns Clayzone Ceramics Gallery?,Clayzone Ceramics Gallery is owned by Privately Owned.
How big is Clayzone Ceramics Gallery in square feet?,Clayzone Ceramics Gallery has approximately 750 square feet of space.
Where can I find more information about Clayzone Ceramics Gallery?,You can learn more at: www.clayzoneceramics.com
Is Clayzone Ceramics Gallery currently active?,"Yes, Clayzone Ceramics Gallery is currently active."
Where is Creekside Park located?,"Creekside Park is located at 1455 Quebec St, Vancouver, BC, V6A 3Z7."
In which local area is Creekside Park located?,Creekside Park is in the Downtown neighborhood.
What type of cultural space is Creekside Park?,Creekside Park is categorized as a Community Space.
What is the primary use of Creekside Park?,The primary use of Creekside Park is Plaza/Park/Band Shell.
Who owns Creekside Park?,Creekside Park is owned by City of Vancouver.
How big is Creekside Park in square feet?,Creekside Park has approximately 177518 square feet of space.
Is Creekside Park currently active?,"Yes, Creekside Park is currently active."
Where is Croatian Cultural Centre located?,"Croatian Cultural Centre is located at 3250 Commercial Dr, Vancouver, BC, V5N 4E4."
In which local area is Croatian Cultural Centre located?,Croatian Cultural Centre is in the Kensington-Cedar Cottage neighborhood.
What type of cultural space is Croatian Cultural Centre?,Croatian Cultural Centre is categorized as a Community Space.
What is the primary use of Croatian Cultural Centre?,The primary use of Croatian Cultural Centre is Community Centre/Hall.
Who owns Croatian Cultural Centre?,Croatian Cultural Centre is owned by Non-Profit.
How big is Croatian Cultural Centre in square feet?,Croatian Cultural Centre has approximately 16543 square feet of space.
Where can I find more information about Croatian Cultural Centre?,You can learn more at: www.croatiancentre.com
Is Croatian Cultural Centre currently active?,"Yes, Croatian Cultural Centre is currently active."
Where is Crystal Ballroom located?,"Crystal Ballroom is located at 768 Sw Marine Dr, Vancouver, BC, V6P 5Y7."
In which local area is Crystal Ballroom located?,Crystal Ballroom is in the Marpole neighborhood.
What type of cultural space is Crystal Ballroom?,Crystal Ballroom is categorized as a Educational.
What is the primary use of Crystal Ballroom?,The primary use of Crystal Ballroom is Educational Institution.
Who owns Crystal Ballroom?,Crystal Ballroom is owned by Privately Owned.
How big is Crystal Ballroom in square feet?,Crystal Ballroom has approximately 5000 square feet of space.
Where can I find more information about Crystal Ballroom?,You can learn more at: www.crystalballrom.ca
Is Crystal Ballroom currently active?,"Yes, Crystal Ballroom is currently active."
Where is David Lam Park located?,"David Lam Park is located at 1300 Pacific Blvd, Vancouver, BC, V6Z 2V1."
In which local area is David Lam Park located?,David Lam Park is in the Downtown neighborhood.
What type of cultural space is David Lam Park?,David Lam Park is categorized as a Community Space.
What is the primary use of David Lam Park?,The primary use of David Lam Park is Plaza/Park/Band Shell.
Who owns David Lam Park?,David Lam Park is owned by City of Vancouver.
How big is David Lam Park in square feet?,David Lam Park has approximately 467154 square feet of space.
Is David Lam Park currently active?,"Yes, David Lam Park is currently active."
Where is Douglas Reynolds Gallery located?,"Douglas Reynolds Gallery is located at 2335 Granville St, Vancouver, BC, V6H 3G4."
In which local area is Douglas Reynolds Gallery located?,Douglas Reynolds Gallery is in the Fairview neighborhood.
What type of cultural space is Douglas Reynolds Gallery?,Douglas Reynolds Gallery is categorized as a Museum/Gallery.
What is the primary use of Douglas Reynolds Gallery?,The primary use of Douglas Reynolds Gallery is Museum/Gallery.
Who owns Douglas Reynolds Gallery?,Douglas Reynolds Gallery is owned by Privately Owned.
Where can I find more information about Douglas Reynolds Gallery?,You can learn more at: www.douglasreynoldsgallery.com
Is Douglas Reynolds Gallery currently active?,"Yes, Douglas Reynolds Gallery is currently active."
Where is Dynamo Arts Association located?,"Dynamo Arts Association is located at 30 E 6th Ave, Vancouver, BC, V5T 1J4."
In which local area is Dynamo Arts Association located?,Dynamo Arts Association is in the Mount Pleasant neighborhood.
What type of cultural space is Dynamo Arts Association?,Dynamo Arts Association is categorized as a Museum/Gallery.
What is the primary use of Dynamo Arts Association?,The primary use of Dynamo Arts Association is Museum/Gallery.
Who owns Dynamo Arts Association?,Dynamo Arts Association is owned by Privately Owned.
How big is Dynamo Arts Association in square feet?,Dynamo Arts Association has approximately 6000 square feet of space.
Where can I find more information about Dynamo Arts Association?,You can learn more at: www.dynamoarts.tumblr.com?
Is Dynamo Arts Association currently active?,"Yes, Dynamo Arts Association is currently active."
"Where is Earl Kraul & Grant Strate Studio, The located?","Earl Kraul & Grant Strate Studio, The is located at 677 Davie St, Vancouver, BC, V6B 2G6."
"In which local area is Earl Kraul & Grant Strate Studio, The located?","Earl Kraul & Grant Strate Studio, The is in the Downtown neighborhood."
"What type of cultural space is Earl Kraul & Grant Strate Studio, The?","Earl Kraul & Grant Strate Studio, The is categorized as a Studio/Rehearsal."
"What is the primary use of Earl Kraul & Grant Strate Studio, The?","The primary use of Earl Kraul & Grant Strate Studio, The is Rehearsal Studio."
"Who owns Earl Kraul & Grant Strate Studio, The?","Earl Kraul & Grant Strate Studio, The is owned by Privately Owned."
"How big is Earl Kraul & Grant Strate Studio, The in square feet?","Earl Kraul & Grant Strate Studio, The has approximately 28166 square feet of space."
"Where can I find more information about Earl Kraul & Grant Strate Studio, The?",You can learn more at: www.thedancecentre.ca?
"Is Earl Kraul & Grant Strate Studio, The currently active?","Yes, Earl Kraul & Grant Strate Studio, The is currently active."
"Where is Edge, The located?","Edge, The is located at 289 Alexander St, Vancouver, BC, V6A 4H6."
"In which local area is Edge, The located?","Edge, The is in the Strathcona neighborhood."
"What type of cultural space is Edge, The?","Edge, The is categorized as a Studio/Rehearsal."
"What is the primary use of Edge, The?","The primary use of Edge, The is Artist Studio w/Residence."
"Who owns Edge, The?","Edge, The is owned by Privately Owned."
"How big is Edge, The in square feet?","Edge, The has approximately 690 square feet of space."
"Is Edge, The currently active?","Yes, Edge, The is currently active."
Where is Elissa Cristall Galleries located?,"Elissa Cristall Galleries is located at 2239 Granville St, Vancouver, BC, V6H 3G1."
In which local area is Elissa Cristall Galleries located?,Elissa Cristall Galleries is in the Fairview neighborhood.
What type of cultural space is Elissa Cristall Galleries?,Elissa Cristall Galleries is categorized as a Museum/Gallery.
What is the primary use of Elissa Cristall Galleries?,The primary use of Elissa Cristall Galleries is Museum/Gallery.
Who owns Elissa Cristall Galleries?,Elissa Cristall Galleries is owned by Privately Owned.
Where can I find more information about Elissa Cristall Galleries?,You can learn more at: http://cristallgallery.com
Is Elissa Cristall Galleries currently active?,"Yes, Elissa Cristall Galleries is currently active."
Where is Emily Carr Institute of Art + Design located?,"Emily Carr Institute of Art + Design is located at 1399 Johnston St, Vancouver, BC, V6H 2R9."
In which local area is Emily Carr Institute of Art + Design located?,Emily Carr Institute of Art + Design is in the Fairview neighborhood.
What type of cultural space is Emily Carr Institute of Art + Design?,Emily Carr Institute of Art + Design is categorized as a Educational.
What is the primary use of Emily Carr Institute of Art + Design?,The primary use of Emily Carr Institute of Art + Design is Educational Institution.
Who owns Emily Carr Institute of Art + Design?,Emily Carr Institute of Art + Design is owned by Government.
How big is Emily Carr Institute of Art + Design in square feet?,Emily Carr Institute of Art + Design has approximately 198692 square feet of space.
Where can I find more information about Emily Carr Institute of Art + Design?,You can learn more at: www.ecuad.ca
Is Emily Carr Institute of Art + Design currently active?,"Yes, Emily Carr Institute of Art + Design is currently active."
Where is Emily Carr Institute of Art + Design located?,"Emily Carr Institute of Art + Design is located at 1535 W 3rd Av, Vancouver, BC, V6J 1J8."
In which local area is Emily Carr Institute of Art + Design located?,Emily Carr Institute of Art + Design is in the Fairview neighborhood.
What type of cultural space is Emily Carr Institute of Art + Design?,Emily Carr Institute of Art + Design is categorized as a Educational.
What is the primary use of Emily Carr Institute of Art + Design?,The primary use of Emily Carr Institute of Art + Design is Educational Institution.
How big is Emily Carr Institute of Art + Design in square feet?,Emily Carr Institute of Art + Design has approximately 8070 square feet of space.
Is Emily Carr Institute of Art + Design currently active?,"Yes, Emily Carr Institute of Art + Design is currently active."
Where is Equinox Gallery located?,"Equinox Gallery is located at 525 Great Northern Way, Vancouver, BC, V5T 1E1."
In which local area is Equinox Gallery located?,Equinox Gallery is in the Strathcona neighborhood.
What type of cultural space is Equinox Gallery?,Equinox Gallery is categorized as a Museum/Gallery.
What is the primary use of Equinox Gallery?,The primary use of Equinox Gallery is Museum/Gallery.
Who owns Equinox Gallery?,Equinox Gallery is owned by Privately Owned.
How big is Equinox Gallery in square feet?,Equinox Gallery has approximately 14000 square feet of space.
Where can I find more information about Equinox Gallery?,You can learn more at: www.equinoxgallery.com
Is Equinox Gallery currently active?,"Yes, Equinox Gallery is currently active."
"Where is Faris Family Studio, The located?","Faris Family Studio, The is located at 677 Davie St, Vancouver, BC, V6B 2G6."
"In which local area is Faris Family Studio, The located?","Faris Family Studio, The is in the Downtown neighborhood."
"What type of cultural space is Faris Family Studio, The?","Faris Family Studio, The is categorized as a Theatre/Performance."
"What is the primary use of Faris Family Studio, The?","The primary use of Faris Family Studio, The is Theatre."
"Who owns Faris Family Studio, The?","Faris Family Studio, The is owned by Non-Profit."
"How big is Faris Family Studio, The in square feet?","Faris Family Studio, The has approximately 2944 square feet of space."
"How many seats are available at Faris Family Studio, The?","Faris Family Studio, The has 154 seats."
"Is Faris Family Studio, The currently active?","Yes, Faris Family Studio, The is currently active."
Where is Forge and Form located?,"Forge and Form is located at 1334 Cartwright St, Vancouver, BC, V6H 3R8."
In which local area is Forge and Form located?,Forge and Form is in the Fairview neighborhood.
What type of cultural space is Forge and Form?,Forge and Form is categorized as a Studio/Rehearsal.
What is the primary use of Forge and Form?,The primary use of Forge and Form is Artist Studio.
Who owns Forge and Form?,Forge and Form is owned by Government.
Where can I find more information about Forge and Form?,You can learn more at: www.forgeandform.com
Is Forge and Form currently active?,"Yes, Forge and Form is currently active."
Where is Fox Cabaret located?,"Fox Cabaret is located at 2321 Main St, Vancouver, BC, V5T 3C9."
In which local area is Fox Cabaret located?,Fox Cabaret is in the Mount Pleasant neighborhood.
What type of cultural space is Fox Cabaret?,Fox Cabaret is categorized as a Café/Restaurant/Bar.
What is the primary use of Fox Cabaret?,The primary use of Fox Cabaret is Bar/Lounge/Cabaret.
Who owns Fox Cabaret?,Fox Cabaret is owned by Privately Owned.
Where can I find more information about Fox Cabaret?,You can learn more at: http://www.foxcabaret.com/
Is Fox Cabaret currently active?,"Yes, Fox Cabaret is currently active."
Where is Gallery 295 located?,"Gallery 295 is located at 295 E 2nd Ave, Vancouver, BC, V5T 1B8."
In which local area is Gallery 295 located?,Gallery 295 is in the Strathcona neighborhood.
What type of cultural space is Gallery 295?,Gallery 295 is categorized as a Museum/Gallery.
What is the primary use of Gallery 295?,The primary use of Gallery 295 is Museum/Gallery.
Who owns Gallery 295?,Gallery 295 is owned by Privately Owned.
Where can I find more information about Gallery 295?,You can learn more at: http://gallery295.com/295/
Is Gallery 295 currently active?,"Yes, Gallery 295 is currently active."
Where is Goh Ballet Academy located?,"Goh Ballet Academy is located at 2345 Main St, Vancouver, BC, V5T 3C9."
In which local area is Goh Ballet Academy located?,Goh Ballet Academy is in the Mount Pleasant neighborhood.
What type of cultural space is Goh Ballet Academy?,Goh Ballet Academy is categorized as a Educational.
What is the primary use of Goh Ballet Academy?,The primary use of Goh Ballet Academy is Educational Institution.
Who owns Goh Ballet Academy?,Goh Ballet Academy is owned by Privately Owned.
How big is Goh Ballet Academy in square feet?,Goh Ballet Academy has approximately 12000 square feet of space.
Where can I find more information about Goh Ballet Academy?,You can learn more at: www.gohballet.com
Is Goh Ballet Academy currently active?,"Yes, Goh Ballet Academy is currently active."
Where is Granville Street/ Entertainment District located?,"Granville Street/ Entertainment District is located at , Vancouver, BC,."
In which local area is Granville Street/ Entertainment District located?,Granville Street/ Entertainment District is in the Downtown neighborhood.
What type of cultural space is Granville Street/ Entertainment District?,Granville Street/ Entertainment District is categorized as a Community Space.
What is the primary use of Granville Street/ Entertainment District?,The primary use of Granville Street/ Entertainment District is Plaza/Park/Band Shell.
Who owns Granville Street/ Entertainment District?,Granville Street/ Entertainment District is owned by City of Vancouver.
Is Granville Street/ Entertainment District currently active?,"Yes, Granville Street/ Entertainment District is currently active."
Where is Haywood Bandstand located?,"Haywood Bandstand is located at 1755 Beach Av, Vancouver, BC,."
In which local area is Haywood Bandstand located?,Haywood Bandstand is in the West End neighborhood.
What type of cultural space is Haywood Bandstand?,Haywood Bandstand is categorized as a Community Space.
What is the primary use of Haywood Bandstand?,The primary use of Haywood Bandstand is Plaza/Park/Band Shell.
Who owns Haywood Bandstand?,Haywood Bandstand is owned by Park Board/COV.
Is Haywood Bandstand currently active?,"Yes, Haywood Bandstand is currently active."
Where is Holy Trinity Ukrainian Orthodox Cathedral located?,"Holy Trinity Ukrainian Orthodox Cathedral is located at 154 E 10th Av, Vancouver, BC, V5T 1Z4."
In which local area is Holy Trinity Ukrainian Orthodox Cathedral located?,Holy Trinity Ukrainian Orthodox Cathedral is in the Mount Pleasant neighborhood.
What type of cultural space is Holy Trinity Ukrainian Orthodox Cathedral?,Holy Trinity Ukrainian Orthodox Cathedral is categorized as a Community Space.
What is the primary use of Holy Trinity Ukrainian Orthodox Cathedral?,The primary use of Holy Trinity Ukrainian Orthodox Cathedral is Place of Worship.
Who owns Holy Trinity Ukrainian Orthodox Cathedral?,Holy Trinity Ukrainian Orthodox Cathedral is owned by Other.
How many seats are available at Holy Trinity Ukrainian Orthodox Cathedral?,Holy Trinity Ukrainian Orthodox Cathedral has 250 seats.
Where can I find more information about Holy Trinity Ukrainian Orthodox Cathedral?,You can learn more at: http://uocvancouver.com/
Is Holy Trinity Ukrainian Orthodox Cathedral currently active?,"Yes, Holy Trinity Ukrainian Orthodox Cathedral is currently active."
Where is Inuit Gallery of Vancouver located?,"Inuit Gallery of Vancouver is located at 206 Cambie St, Vancouver, BC, V6B 2M9."
In which local area is Inuit Gallery of Vancouver located?,Inuit Gallery of Vancouver is in the Downtown neighborhood.
What type of cultural space is Inuit Gallery of Vancouver?,Inuit Gallery of Vancouver is categorized as a Museum/Gallery.
What is the primary use of Inuit Gallery of Vancouver?,The primary use of Inuit Gallery of Vancouver is Museum/Gallery.
Who owns Inuit Gallery of Vancouver?,Inuit Gallery of Vancouver is owned by Privately Owned.
Where can I find more information about Inuit Gallery of Vancouver?,You can learn more at: www.inuit.com
Is Inuit Gallery of Vancouver currently active?,"Yes, Inuit Gallery of Vancouver is currently active."
Where is James Tan Gallery located?,"James Tan Gallery is located at 437 Columbia St, Vancouver, BC, V6A 2R9."
In which local area is James Tan Gallery located?,James Tan Gallery is in the Downtown neighborhood.
What type of cultural space is James Tan Gallery?,James Tan Gallery is categorized as a Museum/Gallery.
What is the primary use of James Tan Gallery?,The primary use of James Tan Gallery is Museum/Gallery.
Who owns James Tan Gallery?,James Tan Gallery is owned by Privately Owned.
Where can I find more information about James Tan Gallery?,You can learn more at: http://www.jamestan.com/home.htm
Is James Tan Gallery currently active?,"Yes, James Tan Gallery is currently active."
Where is Jericho Arts Centre located?,"Jericho Arts Centre is located at 1675 Discovery St, Vancouver, BC, V6R 2K5."
In which local area is Jericho Arts Centre located?,Jericho Arts Centre is in the West Point Grey neighborhood.
What type of cultural space is Jericho Arts Centre?,Jericho Arts Centre is categorized as a Theatre/Performance.
What is the primary use of Jericho Arts Centre?,The primary use of Jericho Arts Centre is Theatre.
Who owns Jericho Arts Centre?,Jericho Arts Centre is owned by Park Board/COV.
How big is Jericho Arts Centre in square feet?,Jericho Arts Centre has approximately 5000 square feet of space.
How many seats are available at Jericho Arts Centre?,Jericho Arts Centre has 135 seats.
Where can I find more information about Jericho Arts Centre?,You can learn more at: www.jerichoartscentre.com?
Is Jericho Arts Centre currently active?,"Yes, Jericho Arts Centre is currently active."
Where is Karen Flamenco Dance Soc. located?,"Karen Flamenco Dance Soc. is located at 60 W 7th Av, Vancouver, BC, V5Y 1L6."
In which local area is Karen Flamenco Dance Soc. located?,Karen Flamenco Dance Soc. is in the Mount Pleasant neighborhood.
What type of cultural space is Karen Flamenco Dance Soc.?,Karen Flamenco Dance Soc. is categorized as a Studio/Rehearsal.
What is the primary use of Karen Flamenco Dance Soc.?,The primary use of Karen Flamenco Dance Soc. is Rehearsal Studio.
Who owns Karen Flamenco Dance Soc.?,Karen Flamenco Dance Soc. is owned by Privately Owned.
Where can I find more information about Karen Flamenco Dance Soc.?,You can learn more at: http://karenflamenco.com
Is Karen Flamenco Dance Soc. currently active?,"Yes, Karen Flamenco Dance Soc. is currently active."
Where is Kitsilano War Memorial Community Centre located?,"Kitsilano War Memorial Community Centre is located at 2690 Larch St, Vancouver, BC, V6K 4K9."
In which local area is Kitsilano War Memorial Community Centre located?,Kitsilano War Memorial Community Centre is in the Kitsilano neighborhood.
What type of cultural space is Kitsilano War Memorial Community Centre?,Kitsilano War Memorial Community Centre is categorized as a Community Space.
What is the primary use of Kitsilano War Memorial Community Centre?,The primary use of Kitsilano War Memorial Community Centre is Community Centre/Hall.
Who owns Kitsilano War Memorial Community Centre?,Kitsilano War Memorial Community Centre is owned by Park Board/COV.
Where can I find more information about Kitsilano War Memorial Community Centre?,You can learn more at: http://vancouver.ca/parks-recreation-culture/kitsilano-war-memorial-community-centre.aspx
Is Kitsilano War Memorial Community Centre currently active?,"Yes, Kitsilano War Memorial Community Centre is currently active."
Where is La Maison De La Francophonie De Vancouver located?,"La Maison De La Francophonie De Vancouver is located at 1555 W 7th Av, Vancouver, BC, V6J 1S1."
In which local area is La Maison De La Francophonie De Vancouver located?,La Maison De La Francophonie De Vancouver is in the Fairview neighborhood.
What type of cultural space is La Maison De La Francophonie De Vancouver?,La Maison De La Francophonie De Vancouver is categorized as a Community Space.
What is the primary use of La Maison De La Francophonie De Vancouver?,The primary use of La Maison De La Francophonie De Vancouver is Community Centre/Hall.
Who owns La Maison De La Francophonie De Vancouver?,La Maison De La Francophonie De Vancouver is owned by Privately Owned.
Where can I find more information about La Maison De La Francophonie De Vancouver?,You can learn more at: www.lamaison.bc.ca
Is La Maison De La Francophonie De Vancouver currently active?,"Yes, La Maison De La Francophonie De Vancouver is currently active."
"Where is Landing Dance Centre, The located?","Landing Dance Centre, The is located at 270 Sw Marine Dr, Vancouver, BC, V5X 2R5."
"In which local area is Landing Dance Centre, The located?","Landing Dance Centre, The is in the Marpole neighborhood."
"What type of cultural space is Landing Dance Centre, The?","Landing Dance Centre, The is categorized as a Educational."
"What is the primary use of Landing Dance Centre, The?","The primary use of Landing Dance Centre, The is Educational Institution."
"Who owns Landing Dance Centre, The?","Landing Dance Centre, The is owned by Privately Owned."
"How big is Landing Dance Centre, The in square feet?","Landing Dance Centre, The has approximately 5470 square feet of space."
"Where can I find more information about Landing Dance Centre, The?",You can learn more at: www.thelandingdance.com
"Is Landing Dance Centre, The currently active?","Yes, Landing Dance Centre, The is currently active."
Where is Lobby Gallery located?,"Lobby Gallery is located at 6476 NW Marine Dr, Vancouver, BC,."
What type of cultural space is Lobby Gallery?,Lobby Gallery is categorized as a Museum/Gallery.
What is the primary use of Lobby Gallery?,The primary use of Lobby Gallery is Museum/Gallery.
Who owns Lobby Gallery?,Lobby Gallery is owned by Other.
How big is Lobby Gallery in square feet?,Lobby Gallery has approximately 200 square feet of space.
Where can I find more information about Lobby Gallery?,You can learn more at: http://www.ligi.ubc.ca/LobbyGallery.htm
Is Lobby Gallery currently active?,"Yes, Lobby Gallery is currently active."
Where is Maclean Field House located?,"Maclean Field House is located at 710 Keefer St, Vancouver, BC, V6A 1Y5."
In which local area is Maclean Field House located?,Maclean Field House is in the Strathcona neighborhood.
What type of cultural space is Maclean Field House?,Maclean Field House is categorized as a Studio/Rehearsal.
What is the primary use of Maclean Field House?,The primary use of Maclean Field House is Artist Studio.
Who owns Maclean Field House?,Maclean Field House is owned by Park Board/COV.
How big is Maclean Field House in square feet?,Maclean Field House has approximately 500 square feet of space.
Where can I find more information about Maclean Field House?,You can learn more at: http://vancouver.ca/parks-recreation-culture/urban-weavers-artists-and-scientist.aspx
Is Maclean Field House currently active?,"Yes, Maclean Field House is currently active."
Where is Malaspina Printmakers Gallery located?,"Malaspina Printmakers Gallery is located at 1555 Duranleau St, Vancouver, BC, V6H 3S3."
In which local area is Malaspina Printmakers Gallery located?,Malaspina Printmakers Gallery is in the Fairview neighborhood.
What type of cultural space is Malaspina Printmakers Gallery?,Malaspina Printmakers Gallery is categorized as a Museum/Gallery.
What is the primary use of Malaspina Printmakers Gallery?,The primary use of Malaspina Printmakers Gallery is Museum/Gallery.
Who owns Malaspina Printmakers Gallery?,Malaspina Printmakers Gallery is owned by Government.
How big is Malaspina Printmakers Gallery in square feet?,Malaspina Printmakers Gallery has approximately 2500 square feet of space.
Where can I find more information about Malaspina Printmakers Gallery?,You can learn more at: www.malaspinaprintmakers.com?
Is Malaspina Printmakers Gallery currently active?,"Yes, Malaspina Printmakers Gallery is currently active."
Where is Marion Scott Gallery located?,"Marion Scott Gallery is located at 2423 Granville St, Vancouver, BC, V6H 3G5."
In which local area is Marion Scott Gallery located?,Marion Scott Gallery is in the Fairview neighborhood.
What type of cultural space is Marion Scott Gallery?,Marion Scott Gallery is categorized as a Museum/Gallery.
What is the primary use of Marion Scott Gallery?,The primary use of Marion Scott Gallery is Museum/Gallery.
Who owns Marion Scott Gallery?,Marion Scott Gallery is owned by Privately Owned.
Where can I find more information about Marion Scott Gallery?,You can learn more at: www.marionscottgallery.com
Is Marion Scott Gallery currently active?,"Yes, Marion Scott Gallery is currently active."
Where is Mascall Dance located?,"Mascall Dance is located at 1130 Jervis St, Vancouver, BC, V6E 2C7."
In which local area is Mascall Dance located?,Mascall Dance is in the West End neighborhood.
