question,answer
Does Tecumseh Park have any special features?,"No, Tecumseh Park has special features."
Where can I find more information about Victoria-Fraserview?,You can learn more about Victoria-Fraserview at: https://vancouver.ca/news-calendar/victoria-fraserview.aspx
Where is Tecumseh Park located on the map?,Tecumseh Park is located at latitude 49.229752 and longitude -123.069846.
Where is Morton Park located?,Morton Park is located at 1800 Morton Avenue.
In which neighbourhood is Morton Park located?,Morton Park is in the West End neighbourhood.
How big is Morton Park in hectares?,Morton Park is 0.22 hectares in size.
Does Morton Park have facilities?,"No, Morton Park has facilities."
Does Morton Park have washrooms?,"No, Morton Park has washrooms."
Are there any advisories for Morton Park?,"No, there are advisories for Morton Park."
Does Morton Park have any special features?,"No, Morton Park has special features."
Where can I find more information about West End?,You can learn more about West End at: https://vancouver.ca/news-calendar/west-end.aspx
Where is Morton Park located on the map?,Morton Park is located at latitude 49.28768 and longitude -123.141955.
Where is Nelson Park located?,Nelson Park is located at 1030 Bute Street.
In which neighbourhood is Nelson Park located?,Nelson Park is in the West End neighbourhood.
How big is Nelson Park in hectares?,Nelson Park is 1.16 hectares in size.
Does Nelson Park have facilities?,"Yes, Nelson Park has facilities."
Does Nelson Park have washrooms?,"No, Nelson Park has washrooms."
Are there any advisories for Nelson Park?,"No, there are advisories for Nelson Park."
Does Nelson Park have any special features?,"No, Nelson Park has special features."
Where can I find more information about West End?,You can learn more about West End at: https://vancouver.ca/news-calendar/west-end.aspx
Where is Nelson Park located on the map?,Nelson Park is located at latitude 49.282855 and longitude -123.129558.
Where is Stanley Park located?,Stanley Park is located at 2000 W Georgia Street.
In which neighbourhood is Stanley Park located?,Stanley Park is in the West End neighbourhood.
How big is Stanley Park in hectares?,Stanley Park is 400.0 hectares in size.
Does Stanley Park have facilities?,"Yes, Stanley Park has facilities."
Does Stanley Park have washrooms?,"Yes, Stanley Park has washrooms."
Are there any advisories for Stanley Park?,"No, there are advisories for Stanley Park."
Does Stanley Park have any special features?,"Yes, Stanley Park has special features."
Where can I find more information about West End?,You can learn more about West End at: https://vancouver.ca/news-calendar/west-end.aspx
Where is Stanley Park located on the map?,Stanley Park is located at latitude 49.302701 and longitude -123.144307.
Where is Spanish Banks Beach Park located?,Spanish Banks Beach Park is located at 4801 NW Marine Drive.
In which neighbourhood is Spanish Banks Beach Park located?,Spanish Banks Beach Park is in the West Point Grey neighbourhood.
How big is Spanish Banks Beach Park in hectares?,Spanish Banks Beach Park is 6.53 hectares in size.
Does Spanish Banks Beach Park have facilities?,"Yes, Spanish Banks Beach Park has facilities."
Does Spanish Banks Beach Park have washrooms?,"Yes, Spanish Banks Beach Park has washrooms."
Are there any advisories for Spanish Banks Beach Park?,"No, there are advisories for Spanish Banks Beach Park."
Does Spanish Banks Beach Park have any special features?,"Yes, Spanish Banks Beach Park has special features."
Where can I find more information about West Point Grey?,You can learn more about West Point Grey at: https://vancouver.ca/news-calendar/point-grey.aspx
Where is Spanish Banks Beach Park located on the map?,Spanish Banks Beach Park is located at latitude 49.277063 and longitude -123.216909.
Where is West Point Grey Park located?,West Point Grey Park is located at 2250 Trimble Street.
In which neighbourhood is West Point Grey Park located?,West Point Grey Park is in the West Point Grey neighbourhood.
How big is West Point Grey Park in hectares?,West Point Grey Park is 3.4 hectares in size.
Does West Point Grey Park have facilities?,"Yes, West Point Grey Park has facilities."
Does West Point Grey Park have washrooms?,"Yes, West Point Grey Park has washrooms."
Are there any advisories for West Point Grey Park?,"No, there are advisories for West Point Grey Park."
Does West Point Grey Park have any special features?,"No, West Point Grey Park has special features."
Where can I find more information about West Point Grey?,You can learn more about West Point Grey at: https://vancouver.ca/news-calendar/point-grey.aspx
Where is West Point Grey Park located on the map?,West Point Grey Park is located at latitude 49.266301 and longitude -123.204312.
Where is Westmount Park located?,Westmount Park is located at 4651 W 2nd Avenue.
In which neighbourhood is Westmount Park located?,Westmount Park is in the West Point Grey neighbourhood.
How big is Westmount Park in hectares?,Westmount Park is 0.4 hectares in size.
Does Westmount Park have facilities?,"Yes, Westmount Park has facilities."
Does Westmount Park have washrooms?,"No, Westmount Park has washrooms."
Are there any advisories for Westmount Park?,"No, there are advisories for Westmount Park."
Does Westmount Park have any special features?,"No, Westmount Park has special features."
Where can I find more information about West Point Grey?,You can learn more about West Point Grey at: https://vancouver.ca/news-calendar/point-grey.aspx
Where is Westmount Park located on the map?,Westmount Park is located at latitude 49.271852 and longitude -123.214423.
Where is Oak Meadows Park located?,Oak Meadows Park is located at 899 W 37th Avenue.
In which neighbourhood is Oak Meadows Park located?,Oak Meadows Park is in the South Cambie neighbourhood.
How big is Oak Meadows Park in hectares?,Oak Meadows Park is 5.0 hectares in size.
Does Oak Meadows Park have facilities?,"Yes, Oak Meadows Park has facilities."
Does Oak Meadows Park have washrooms?,"No, Oak Meadows Park has washrooms."
Are there any advisories for Oak Meadows Park?,"No, there are advisories for Oak Meadows Park."
Does Oak Meadows Park have any special features?,"Yes, Oak Meadows Park has special features."
Where can I find more information about South Cambie?,You can learn more about South Cambie at: https://vancouver.ca/news-calendar/south-cambie.aspx
Where is Oak Meadows Park located on the map?,Oak Meadows Park is located at latitude 49.238445 and longitude -123.125795.
Where is Aberdeen Park located?,Aberdeen Park is located at 3525 Foster Avenue.
In which neighbourhood is Aberdeen Park located?,Aberdeen Park is in the Renfrew-Collingwood neighbourhood.
How big is Aberdeen Park in hectares?,Aberdeen Park is 1.0 hectares in size.
Does Aberdeen Park have facilities?,"Yes, Aberdeen Park has facilities."
Does Aberdeen Park have washrooms?,"No, Aberdeen Park has washrooms."
Are there any advisories for Aberdeen Park?,"No, there are advisories for Aberdeen Park."
Does Aberdeen Park have any special features?,"No, Aberdeen Park has special features."
Where can I find more information about Renfrew-Collingwood?,You can learn more about Renfrew-Collingwood at: https://vancouver.ca/news-calendar/renfrew.aspx
Where is Aberdeen Park located on the map?,Aberdeen Park is located at latitude 49.234765 and longitude -123.027446.
Where is Ebisu Park located?,Ebisu Park is located at 8810 Olser Street.
In which neighbourhood is Ebisu Park located?,Ebisu Park is in the Marpole neighbourhood.
How big is Ebisu Park in hectares?,Ebisu Park is 0.4 hectares in size.
Does Ebisu Park have facilities?,"Yes, Ebisu Park has facilities."
Does Ebisu Park have washrooms?,"No, Ebisu Park has washrooms."
Are there any advisories for Ebisu Park?,"No, there are advisories for Ebisu Park."
Does Ebisu Park have any special features?,"No, Ebisu Park has special features."
Where can I find more information about Marpole?,You can learn more about Marpole at: https://vancouver.ca/news-calendar/marpole.aspx
Where is Ebisu Park located on the map?,Ebisu Park is located at latitude 49.205468 and longitude -123.132836.
Where is Carolina Park located?,Carolina Park is located at 2100 Carolina Street.
In which neighbourhood is Carolina Park located?,Carolina Park is in the Mount Pleasant neighbourhood.
How big is Carolina Park in hectares?,Carolina Park is 0.08 hectares in size.
Does Carolina Park have facilities?,"No, Carolina Park has facilities."
Does Carolina Park have washrooms?,"No, Carolina Park has washrooms."
Are there any advisories for Carolina Park?,"No, there are advisories for Carolina Park."
Does Carolina Park have any special features?,"No, Carolina Park has special features."
Where can I find more information about Mount Pleasant?,You can learn more about Mount Pleasant at: https://vancouver.ca/news-calendar/mount-pleasant.aspx
Where is Carolina Park located on the map?,Carolina Park is located at latitude 49.266401 and longitude -123.090778.
Where is Habitat Island located?,Habitat Island is located at 1616 Columbia Street.
In which neighbourhood is Habitat Island located?,Habitat Island is in the Mount Pleasant neighbourhood.
How big is Habitat Island in hectares?,Habitat Island is 0.6 hectares in size.
Does Habitat Island have facilities?,"No, Habitat Island has facilities."
Does Habitat Island have washrooms?,"No, Habitat Island has washrooms."
Are there any advisories for Habitat Island?,"No, there are advisories for Habitat Island."
Does Habitat Island have any special features?,"No, Habitat Island has special features."
Where can I find more information about Mount Pleasant?,You can learn more about Mount Pleasant at: https://vancouver.ca/news-calendar/mount-pleasant.aspx
Where is Habitat Island located on the map?,Habitat Island is located at latitude 49.27221 and longitude -123.110791.
Where is Creekway Park located?,Creekway Park is located at 2901 E Hastings Street.
In which neighbourhood is Creekway Park located?,Creekway Park is in the Hastings-Sunrise neighbourhood.
How big is Creekway Park in hectares?,Creekway Park is 8.0 hectares in size.
Does Creekway Park have facilities?,"No, Creekway Park has facilities."
Does Creekway Park have washrooms?,"No, Creekway Park has washrooms."
Are there any advisories for Creekway Park?,"No, there are advisories for Creekway Park."
Does Creekway Park have any special features?,"No, Creekway Park has special features."
Where can I find more information about Hastings-Sunrise?,You can learn more about Hastings-Sunrise at: https://vancouver.ca/news-calendar/hastings-sunrise.aspx
Where is Creekway Park located on the map?,Creekway Park is located at latitude 49.288336 and longitude -123.036982.
Where is Prince of Wales Park located?,Prince of Wales Park is located at 4780 Haggart Street.
In which neighbourhood is Prince of Wales Park located?,Prince of Wales Park is in the Arbutus-Ridge neighbourhood.
How big is Prince of Wales Park in hectares?,Prince of Wales Park is 2.89 hectares in size.
Does Prince of Wales Park have facilities?,"Yes, Prince of Wales Park has facilities."
Does Prince of Wales Park have washrooms?,"No, Prince of Wales Park has washrooms."
Are there any advisories for Prince of Wales Park?,"No, there are advisories for Prince of Wales Park."
Does Prince of Wales Park have any special features?,"No, Prince of Wales Park has special features."
Where can I find more information about Arbutus-Ridge?,You can learn more about Arbutus-Ridge at: https://vancouver.ca/news-calendar/arbutus-ridge.aspx
Where is Prince of Wales Park located on the map?,Prince of Wales Park is located at latitude 49.244397 and longitude -123.156429.
Where is Quilchena Park located?,Quilchena Park is located at 4590 Magnolia Street.
In which neighbourhood is Quilchena Park located?,Quilchena Park is in the Arbutus-Ridge neighbourhood.
How big is Quilchena Park in hectares?,Quilchena Park is 7.67 hectares in size.
Does Quilchena Park have facilities?,"Yes, Quilchena Park has facilities."
Does Quilchena Park have washrooms?,"Yes, Quilchena Park has washrooms."
Are there any advisories for Quilchena Park?,"No, there are advisories for Quilchena Park."
Does Quilchena Park have any special features?,"Yes, Quilchena Park has special features."
Where can I find more information about Arbutus-Ridge?,You can learn more about Arbutus-Ridge at: https://vancouver.ca/news-calendar/arbutus-ridge.aspx
Where is Quilchena Park located on the map?,Quilchena Park is located at latitude 49.24369 and longitude -123.148865.
Where is Trafalgar Park located?,Trafalgar Park is located at 2610 W 23rd Avenue.
In which neighbourhood is Trafalgar Park located?,Trafalgar Park is in the Arbutus-Ridge neighbourhood.
How big is Trafalgar Park in hectares?,Trafalgar Park is 4.85 hectares in size.
Does Trafalgar Park have facilities?,"Yes, Trafalgar Park has facilities."
Does Trafalgar Park have washrooms?,"Yes, Trafalgar Park has washrooms."
Are there any advisories for Trafalgar Park?,"No, there are advisories for Trafalgar Park."
Does Trafalgar Park have any special features?,"No, Trafalgar Park has special features."
Where can I find more information about Arbutus-Ridge?,You can learn more about Arbutus-Ridge at: https://vancouver.ca/news-calendar/arbutus-ridge.aspx
Where is Trafalgar Park located on the map?,Trafalgar Park is located at latitude 49.25046 and longitude -123.161879.
Where is Cathedral Square located?,Cathedral Square is located at 566 Richards Street.
In which neighbourhood is Cathedral Square located?,Cathedral Square is in the Downtown neighbourhood.
How big is Cathedral Square in hectares?,Cathedral Square is 0.27 hectares in size.
Does Cathedral Square have facilities?,"No, Cathedral Square has facilities."
Does Cathedral Square have washrooms?,"No, Cathedral Square has washrooms."
Are there any advisories for Cathedral Square?,"No, there are advisories for Cathedral Square."
Does Cathedral Square have any special features?,"No, Cathedral Square has special features."
Where can I find more information about Downtown?,You can learn more about Downtown at: https://vancouver.ca/news-calendar/downtown.aspx
Where is Cathedral Square located on the map?,Cathedral Square is located at latitude 49.282084 and longitude -123.113877.
Where is Coal Harbour Park located?,Coal Harbour Park is located at 480 Broughton Street.
In which neighbourhood is Coal Harbour Park located?,Coal Harbour Park is in the Downtown neighbourhood.
How big is Coal Harbour Park in hectares?,Coal Harbour Park is 0.95 hectares in size.
Does Coal Harbour Park have facilities?,"Yes, Coal Harbour Park has facilities."
Does Coal Harbour Park have washrooms?,"No, Coal Harbour Park has washrooms."
Are there any advisories for Coal Harbour Park?,"No, there are advisories for Coal Harbour Park."
Does Coal Harbour Park have any special features?,"No, Coal Harbour Park has special features."
Where can I find more information about Downtown?,You can learn more about Downtown at: https://vancouver.ca/news-calendar/downtown.aspx
Where is Coal Harbour Park located on the map?,Coal Harbour Park is located at latitude 49.289981 and longitude -123.125015.
Where is Creekside Park located?,Creekside Park is located at 1455 Quebec Street.
In which neighbourhood is Creekside Park located?,Creekside Park is in the Downtown neighbourhood.
How big is Creekside Park in hectares?,Creekside Park is 2.53 hectares in size.
Does Creekside Park have facilities?,"Yes, Creekside Park has facilities."
Does Creekside Park have washrooms?,"No, Creekside Park has washrooms."
Are there any advisories for Creekside Park?,"No, there are advisories for Creekside Park."
Does Creekside Park have any special features?,"Yes, Creekside Park has special features."
Where can I find more information about Downtown?,You can learn more about Downtown at: https://vancouver.ca/news-calendar/downtown.aspx
Where is Creekside Park located on the map?,Creekside Park is located at latitude 49.274415 and longitude -123.102924.
Where is David Lam Park located?,David Lam Park is located at 1300 Pacific Boulevard.
In which neighbourhood is David Lam Park located?,David Lam Park is in the Downtown neighbourhood.
How big is David Lam Park in hectares?,David Lam Park is 4.34 hectares in size.
Does David Lam Park have facilities?,"Yes, David Lam Park has facilities."
Does David Lam Park have washrooms?,"Yes, David Lam Park has washrooms."
Are there any advisories for David Lam Park?,"No, there are advisories for David Lam Park."
Does David Lam Park have any special features?,"Yes, David Lam Park has special features."
Where can I find more information about Downtown?,You can learn more about Downtown at: https://vancouver.ca/news-calendar/downtown.aspx
Where is David Lam Park located on the map?,David Lam Park is located at latitude 49.272569 and longitude -123.124145.
Where is Emery Barnes Park located?,Emery Barnes Park is located at 1170 Richards Street.
In which neighbourhood is Emery Barnes Park located?,Emery Barnes Park is in the Downtown neighbourhood.
How big is Emery Barnes Park in hectares?,Emery Barnes Park is 0.85 hectares in size.
Does Emery Barnes Park have facilities?,"Yes, Emery Barnes Park has facilities."
Does Emery Barnes Park have washrooms?,"No, Emery Barnes Park has washrooms."
Are there any advisories for Emery Barnes Park?,"No, there are advisories for Emery Barnes Park."
Does Emery Barnes Park have any special features?,"No, Emery Barnes Park has special features."
Where can I find more information about Downtown?,You can learn more about Downtown at: https://vancouver.ca/news-calendar/downtown.aspx
Where is Emery Barnes Park located on the map?,Emery Barnes Park is located at latitude 49.276458 and longitude -123.123995.
Where is Portal Park located?,Portal Park is located at 1099 W Hastings Street.
In which neighbourhood is Portal Park located?,Portal Park is in the Downtown neighbourhood.
How big is Portal Park in hectares?,Portal Park is 0.1 hectares in size.
Does Portal Park have facilities?,"No, Portal Park has facilities."
Does Portal Park have washrooms?,"No, Portal Park has washrooms."
Are there any advisories for Portal Park?,"No, there are advisories for Portal Park."
Does Portal Park have any special features?,"No, Portal Park has special features."
Where can I find more information about Downtown?,You can learn more about Downtown at: https://vancouver.ca/news-calendar/downtown.aspx
Where is Portal Park located on the map?,Portal Park is located at latitude 49.288042 and longitude -123.119169.
Where is Roundhouse Turntable Plaza located?,Roundhouse Turntable Plaza is located at 181 Roundhouse Mews.
In which neighbourhood is Roundhouse Turntable Plaza located?,Roundhouse Turntable Plaza is in the Downtown neighbourhood.
How big is Roundhouse Turntable Plaza in hectares?,Roundhouse Turntable Plaza is 0.91 hectares in size.
Does Roundhouse Turntable Plaza have facilities?,"Yes, Roundhouse Turntable Plaza has facilities."
Does Roundhouse Turntable Plaza have washrooms?,"No, Roundhouse Turntable Plaza has washrooms."
Are there any advisories for Roundhouse Turntable Plaza?,"No, there are advisories for Roundhouse Turntable Plaza."
Does Roundhouse Turntable Plaza have any special features?,"No, Roundhouse Turntable Plaza has special features."
Where can I find more information about Downtown?,You can learn more about Downtown at: https://vancouver.ca/news-calendar/downtown.aspx
Where is Roundhouse Turntable Plaza located on the map?,Roundhouse Turntable Plaza is located at latitude 49.273379 and longitude -123.121603.
Where is Sun Yat-Sen Gardens located?,Sun Yat-Sen Gardens is located at 578 Carrall Street.
In which neighbourhood is Sun Yat-Sen Gardens located?,Sun Yat-Sen Gardens is in the Downtown neighbourhood.
How big is Sun Yat-Sen Gardens in hectares?,Sun Yat-Sen Gardens is 0.83 hectares in size.
Does Sun Yat-Sen Gardens have facilities?,"No, Sun Yat-Sen Gardens has facilities."
Does Sun Yat-Sen Gardens have washrooms?,"No, Sun Yat-Sen Gardens has washrooms."
Are there any advisories for Sun Yat-Sen Gardens?,"No, there are advisories for Sun Yat-Sen Gardens."
Does Sun Yat-Sen Gardens have any special features?,"No, Sun Yat-Sen Gardens has special features."
Where can I find more information about Downtown?,You can learn more about Downtown at: https://vancouver.ca/news-calendar/downtown.aspx
Where is Sun Yat-Sen Gardens located on the map?,Sun Yat-Sen Gardens is located at latitude 49.279691 and longitude -123.104233.
Where is Deering Island Park located?,Deering Island Park is located at 3530 Deering Island Pl..
In which neighbourhood is Deering Island Park located?,Deering Island Park is in the Dunbar-Southlands neighbourhood.
How big is Deering Island Park in hectares?,Deering Island Park is 0.74 hectares in size.
Does Deering Island Park have facilities?,"No, Deering Island Park has facilities."
Does Deering Island Park have washrooms?,"No, Deering Island Park has washrooms."
Are there any advisories for Deering Island Park?,"No, there are advisories for Deering Island Park."
Does Deering Island Park have any special features?,"No, Deering Island Park has special features."
Where can I find more information about Dunbar-Southlands?,You can learn more about Dunbar-Southlands at: https://vancouver.ca/news-calendar/dunbar-southlands.aspx
Where is Deering Island Park located on the map?,Deering Island Park is located at latitude 49.218288 and longitude -123.184356.
Where is Musqueam Park located?,Musqueam Park is located at 4000 SW Marine Drive.
In which neighbourhood is Musqueam Park located?,Musqueam Park is in the Dunbar-Southlands neighbourhood.
How big is Musqueam Park in hectares?,Musqueam Park is 22.05 hectares in size.
Does Musqueam Park have facilities?,"Yes, Musqueam Park has facilities."
Does Musqueam Park have washrooms?,"No, Musqueam Park has washrooms."
Are there any advisories for Musqueam Park?,"No, there are advisories for Musqueam Park."
Does Musqueam Park have any special features?,"No, Musqueam Park has special features."
Where can I find more information about Dunbar-Southlands?,You can learn more about Dunbar-Southlands at: https://vancouver.ca/news-calendar/dunbar-southlands.aspx
Where is Musqueam Park located on the map?,Musqueam Park is located at latitude 49.229331 and longitude -123.18998.
Where is Quadra West Park located?,Quadra West Park is located at 3250 Quadra Street.
In which neighbourhood is Quadra West Park located?,Quadra West Park is in the Dunbar-Southlands neighbourhood.
How big is Quadra West Park in hectares?,Quadra West Park is 0.17 hectares in size.
Does Quadra West Park have facilities?,"No, Quadra West Park has facilities."
Does Quadra West Park have washrooms?,"No, Quadra West Park has washrooms."
Are there any advisories for Quadra West Park?,"No, there are advisories for Quadra West Park."
Does Quadra West Park have any special features?,"No, Quadra West Park has special features."
Where can I find more information about Dunbar-Southlands?,You can learn more about Dunbar-Southlands at: https://vancouver.ca/news-calendar/dunbar-southlands.aspx
Where is Quadra West Park located on the map?,Quadra West Park is located at latitude 49.257112 and longitude -123.180696.
Where is Cambridge Park located?,Cambridge Park is located at 2099 Wall Street.
In which neighbourhood is Cambridge Park located?,Cambridge Park is in the Grandview-Woodland neighbourhood.
How big is Cambridge Park in hectares?,Cambridge Park is 0.19 hectares in size.
Does Cambridge Park have facilities?,"No, Cambridge Park has facilities."
Does Cambridge Park have washrooms?,"No, Cambridge Park has washrooms."
Are there any advisories for Cambridge Park?,"No, there are advisories for Cambridge Park."
Does Cambridge Park have any special features?,"No, Cambridge Park has special features."
Where can I find more information about Grandview-Woodland?,You can learn more about Grandview-Woodland at: https://vancouver.ca/news-calendar/grandview-woodland.aspx
Where is Cambridge Park located on the map?,Cambridge Park is located at latitude 49.286753 and longitude -123.062784.
Where is Grandview Park located?,Grandview Park is located at 1255 Commercial Drive.
In which neighbourhood is Grandview Park located?,Grandview Park is in the Grandview-Woodland neighbourhood.
How big is Grandview Park in hectares?,Grandview Park is 0.89 hectares in size.
Does Grandview Park have facilities?,"Yes, Grandview Park has facilities."
Does Grandview Park have washrooms?,"Yes, Grandview Park has washrooms."
Are there any advisories for Grandview Park?,"No, there are advisories for Grandview Park."
Does Grandview Park have any special features?,"No, Grandview Park has special features."
Where can I find more information about Grandview-Woodland?,You can learn more about Grandview-Woodland at: https://vancouver.ca/news-calendar/grandview-woodland.aspx
Where is Grandview Park located on the map?,Grandview Park is located at latitude 49.273511 and longitude -123.070469.
Where is McGill Park located?,McGill Park is located at 2305 McGill Street.
In which neighbourhood is McGill Park located?,McGill Park is in the Grandview-Woodland neighbourhood.
How big is McGill Park in hectares?,McGill Park is 0.19 hectares in size.
Does McGill Park have facilities?,"No, McGill Park has facilities."
Does McGill Park have washrooms?,"No, McGill Park has washrooms."
Are there any advisories for McGill Park?,"No, there are advisories for McGill Park."
Does McGill Park have any special features?,"No, McGill Park has special features."
Where can I find more information about Grandview-Woodland?,You can learn more about Grandview-Woodland at: https://vancouver.ca/news-calendar/grandview-woodland.aspx
Where is McGill Park located on the map?,McGill Park is located at latitude 49.288668 and longitude -123.057154.
Where is McSpadden Park located?,McSpadden Park is located at 2125 Victoria Drive.
In which neighbourhood is McSpadden Park located?,McSpadden Park is in the Grandview-Woodland neighbourhood.
How big is McSpadden Park in hectares?,McSpadden Park is 1.62 hectares in size.
Does McSpadden Park have facilities?,"Yes, McSpadden Park has facilities."
Does McSpadden Park have washrooms?,"No, McSpadden Park has washrooms."
Are there any advisories for McSpadden Park?,"No, there are advisories for McSpadden Park."
Does McSpadden Park have any special features?,"No, McSpadden Park has special features."
Where can I find more information about Grandview-Woodland?,You can learn more about Grandview-Woodland at: https://vancouver.ca/news-calendar/grandview-woodland.aspx
Where is McSpadden Park located on the map?,McSpadden Park is located at latitude 49.265936 and longitude -123.066601.
Where is Oxford Park located?,Oxford Park is located at 2050 Wall Street.
In which neighbourhood is Oxford Park located?,Oxford Park is in the Grandview-Woodland neighbourhood.
How big is Oxford Park in hectares?,Oxford Park is 0.22 hectares in size.
Does Oxford Park have facilities?,"Yes, Oxford Park has facilities."
Does Oxford Park have washrooms?,"No, Oxford Park has washrooms."
Are there any advisories for Oxford Park?,"No, there are advisories for Oxford Park."
Does Oxford Park have any special features?,"No, Oxford Park has special features."
Where can I find more information about Grandview-Woodland?,You can learn more about Grandview-Woodland at: https://vancouver.ca/news-calendar/grandview-woodland.aspx
Where is Oxford Park located on the map?,Oxford Park is located at latitude 49.286172 and longitude -123.062223.
Where is Woodland Park located?,Woodland Park is located at 705 Woodland Drive.
In which neighbourhood is Woodland Park located?,Woodland Park is in the Grandview-Woodland neighbourhood.
How big is Woodland Park in hectares?,Woodland Park is 1.58 hectares in size.
Does Woodland Park have facilities?,"Yes, Woodland Park has facilities."
Does Woodland Park have washrooms?,"Yes, Woodland Park has washrooms."
Are there any advisories for Woodland Park?,"No, there are advisories for Woodland Park."
Does Woodland Park have any special features?,"No, Woodland Park has special features."
Where can I find more information about Grandview-Woodland?,You can learn more about Grandview-Woodland at: https://vancouver.ca/news-calendar/grandview-woodland.aspx
Where is Woodland Park located on the map?,Woodland Park is located at latitude 49.278526 and longitude -123.073387.
Where is Kaslo Park located?,Kaslo Park is located at 2851 E 7th Avenue.
In which neighbourhood is Kaslo Park located?,Kaslo Park is in the Hastings-Sunrise neighbourhood.
How big is Kaslo Park in hectares?,Kaslo Park is 0.45 hectares in size.
Does Kaslo Park have facilities?,"Yes, Kaslo Park has facilities."
Does Kaslo Park have washrooms?,"No, Kaslo Park has washrooms."
Are there any advisories for Kaslo Park?,"No, there are advisories for Kaslo Park."
Does Kaslo Park have any special features?,"No, Kaslo Park has special features."
Where can I find more information about Hastings-Sunrise?,You can learn more about Hastings-Sunrise at: https://vancouver.ca/news-calendar/hastings-sunrise.aspx
Where is Kaslo Park located on the map?,Kaslo Park is located at latitude 49.264099 and longitude -123.046012.
Where is New Brighton Park located?,New Brighton Park is located at 3201 New Brighton Road.
In which neighbourhood is New Brighton Park located?,New Brighton Park is in the Hastings-Sunrise neighbourhood.
How big is New Brighton Park in hectares?,New Brighton Park is 10.0 hectares in size.
Does New Brighton Park have facilities?,"Yes, New Brighton Park has facilities."
Does New Brighton Park have washrooms?,"Yes, New Brighton Park has washrooms."
Are there any advisories for New Brighton Park?,"No, there are advisories for New Brighton Park."
Does New Brighton Park have any special features?,"No, New Brighton Park has special features."
Where can I find more information about Hastings-Sunrise?,You can learn more about Hastings-Sunrise at: https://vancouver.ca/news-calendar/hastings-sunrise.aspx
Where is New Brighton Park located on the map?,New Brighton Park is located at latitude 49.290122 and longitude -123.037888.
Where is Rupert Park located?,Rupert Park is located at 1600 Rupert Street.
In which neighbourhood is Rupert Park located?,Rupert Park is in the Hastings-Sunrise neighbourhood.
How big is Rupert Park in hectares?,Rupert Park is 11.43 hectares in size.
Does Rupert Park have facilities?,"Yes, Rupert Park has facilities."
Does Rupert Park have washrooms?,"Yes, Rupert Park has washrooms."
Are there any advisories for Rupert Park?,"No, there are advisories for Rupert Park."
Does Rupert Park have any special features?,"No, Rupert Park has special features."
Where can I find more information about Hastings-Sunrise?,You can learn more about Hastings-Sunrise at: https://vancouver.ca/news-calendar/hastings-sunrise.aspx
Where is Rupert Park located on the map?,Rupert Park is located at latitude 49.271629 and longitude -123.031384.
Where is Sunrise Park located?,Sunrise Park is located at 1950 Windermere Street.
In which neighbourhood is Sunrise Park located?,Sunrise Park is in the Hastings-Sunrise neighbourhood.
How big is Sunrise Park in hectares?,Sunrise Park is 3.18 hectares in size.
Does Sunrise Park have facilities?,"Yes, Sunrise Park has facilities."
Does Sunrise Park have washrooms?,"Yes, Sunrise Park has washrooms."
Are there any advisories for Sunrise Park?,"No, there are advisories for Sunrise Park."
Does Sunrise Park have any special features?,"No, Sunrise Park has special features."
Where can I find more information about Hastings-Sunrise?,You can learn more about Hastings-Sunrise at: https://vancouver.ca/news-calendar/hastings-sunrise.aspx
Where is Sunrise Park located on the map?,Sunrise Park is located at latitude 49.266612 and longitude -123.035037.
Where is Brewers Park located?,Brewers Park is located at 4175 Victoria Drive.
In which neighbourhood is Brewers Park located?,Brewers Park is in the Kensington-Cedar Cottage neighbourhood.
How big is Brewers Park in hectares?,Brewers Park is 1.38 hectares in size.
Does Brewers Park have facilities?,"Yes, Brewers Park has facilities."
Does Brewers Park have washrooms?,"Yes, Brewers Park has washrooms."
Are there any advisories for Brewers Park?,"No, there are advisories for Brewers Park."
Does Brewers Park have any special features?,"No, Brewers Park has special features."
Where can I find more information about Kensington-Cedar Cottage?,You can learn more about Kensington-Cedar Cottage at: https://vancouver.ca/news-calendar/kensington-cedar-cottage.aspx
Where is Brewers Park located on the map?,Brewers Park is located at latitude 49.247695 and longitude -123.066461.
Where is Clark Park located?,Clark Park is located at 1500 E 14th Avenue.
In which neighbourhood is Clark Park located?,Clark Park is in the Kensington-Cedar Cottage neighbourhood.
How big is Clark Park in hectares?,Clark Park is 4.28 hectares in size.
Does Clark Park have facilities?,"Yes, Clark Park has facilities."
Does Clark Park have washrooms?,"No, Clark Park has washrooms."
Are there any advisories for Clark Park?,"No, there are advisories for Clark Park."
Does Clark Park have any special features?,"No, Clark Park has special features."
Where can I find more information about Kensington-Cedar Cottage?,You can learn more about Kensington-Cedar Cottage at: https://vancouver.ca/news-calendar/kensington-cedar-cottage.aspx
Where is Clark Park located on the map?,Clark Park is located at latitude 49.257142 and longitude -123.072405.
Where is General Brock Park located?,General Brock Park is located at 2301 Brock Street.
In which neighbourhood is General Brock Park located?,General Brock Park is in the Kensington-Cedar Cottage neighbourhood.
How big is General Brock Park in hectares?,General Brock Park is 2.11 hectares in size.
Does General Brock Park have facilities?,"Yes, General Brock Park has facilities."
Does General Brock Park have washrooms?,"No, General Brock Park has washrooms."
Are there any advisories for General Brock Park?,"No, there are advisories for General Brock Park."
Does General Brock Park have any special features?,"No, General Brock Park has special features."
