question,answer
Does Canada recognize dual citizenship?,"Canada allows you to hold two or more citizenships, so you do not have to give up your citizenship to become Canadian. However, some countries do not allow dual citizenship and will take away your citizenship if you become Canadian. You should therefore check the laws of the country that you are from to see if it allows dual citizenship. A person’s citizenship may be revoked if the person is a dual citizen and is convicted of terrorism, high treason, treason, spying offences or served as a member of an armed force that is engaged in armed conflict with Canada. For more information: Immigration, Refugees and Citizenship Canada: What Is Dual Citizenship? Immigration, Refugees and Citizenship Canada: What Is Dual Citizenship? Immigration, Refugees and Citizenship Canada: Travelling as a Dual Citizen Immigration, Refugees and Citizenship Canada: Travelling as a Dual Citizen"
What should I do if I lose my Canadian citizenship certificate?,"The citizenship certificate is a letter-sized piece of paper, which certifies that you are a Canadian. It is an official legal document that proves your citizenship status, but it is not an identity document or a travel document. If your citizenship certificate is lost or stolen, you can apply to replace it. You can apply from inside Canada or from outside Canada. For more information: Government of Canada: I’ve lost my citizenship card/certificate. How do I replace it? Government of Canada: I’ve lost my citizenship card/certificate. How do I replace it?"
How can I apply for a Canadian passport?,"After you have received your Canadian citizenship certificate, you are eligible to apply for a Canadian passport. You must fill out an application package, collect the required documents and submit them all by mail or in person at a local Service Canada office with the application fee. If you are an adult applicant (16 years and over), you may choose a passport that will be valid for either 5 or 10 years. The normal processing time is 20 working days. If you need your passport in less than 20 days, you need to apply in person at one of the Service Canada offices. Many offices offer pick up, express and urgent service for an extra fee. You may apply for a Canadian passport that will be valid for 5 years for your child (0 – 16 years old). For more information: Government of Canada: Canadian Passports and Other Travel Documents: Applying in Canada Government of Canada: Canadian Passports and Other Travel Documents: Applying in Canada"
Who can get a BC Driver’s Licence?,"As a new immigrant, you must be 16 years or older to apply for a driver’s licence in British Columbia. If you are under 19 years old, a parent or guardian (someone who is responsible for you) must sign the application. If you have a licence from the United States, Austria, Germany, Switzerland, Japan, South Korea or another province of Canada, you may not need to take the knowledge test or road test. You can apply for a British Columbia driver’s licence right away. If your driver’s licence is from anywhere else, you will need to take a knowledge test and a road test. For more information: WelcomeBC: Driving in BC WelcomeBC: Driving in BC Insurance Corporation of British Columbia: Driver Licensing – Types of Driver’s Licences Insurance Corporation of British Columbia: Driver Licensing – Types of Driver’s Licences Insurance Corporation of British Columbia: Driver Licensing – Moving from Another Country Insurance Corporation of British Columbia: Driver Licensing – Moving from Another Country Insurance Corporation of British Columbia: Driver Training Insurance Corporation of British Columbia: Driver Training"
How do I apply for a BC Driver’s Licence?,"You can apply for a driver’s licence at an Insurance Corporation of British Columbia (ICBC) driver licensing office. After moving here, you have 90 days to switch over your valid licence to a British Columbia driver’s licence (unless you are visiting, a non-resident worker, or have an eligible student exemption). You will need to show your Permanent Resident (PR) card, as well as a language translation of your driver’s licence, if it is not in English, from an ICBC approved translator. Your driver’s licence and/or driving record must show at least two years of driving experience. Otherwise, you’ll be placed in the Graduated Licensing Program (GLP). For more information: Insurance Corporation of British Columbia: Driver Licensing – Moving from Another Country Insurance Corporation of British Columbia: Driver Licensing – Moving from Another Country Insurance Corporation of British Columbia: Driver Licensing – Accepted Identification Insurance Corporation of British Columbia: Driver Licensing – Accepted Identification Insurance Corporation of British Columbia: Approved Driver Licensing Translator List Insurance Corporation of British Columbia: Approved Driver Licensing Translator List"
Do I have to take driving lessons?,"In BC, you are not required to take driving lessons to apply for a driver’s licence. However, if you are a new driver, a qualified instructor can help you learn driving skills, responsible attitudes, and prepare you for your road tests. There are many private instructors in most communities. You can also consider a driving school that offers ICBC-approved driver training courses. For more information: Insurance Corporation of British Columbia: New Drivers or Riders Insurance Corporation of British Columbia: New Drivers or Riders"
Can I drive with a licence from another country?,"All drivers in British Columbia must have a valid (legal) driver’s licence. If you are a new resident in British Columbia and have a valid driver’s licence from your country or from another province of Canada, you can use it for 90 days. You must apply for a British Columbia driver’s licence within 90 days. If you are a visitor, you can drive in British Columbia for up to six months with a valid driver’s licence from your country. If you hold an International Driving Permit, you must carry it together with your foreign licence.  For more information: WelcomeBC: Driving in BC WelcomeBC: Driving in BC"
What is the Graduated Licensing Program (GLP)?,"The Graduated Licensing Program (GLP) is a two-stage process for new drivers in British Columbia. It allows new drivers to learn the skills and attitudes needed to become a safe and confident driver. Each stage has restrictions that new drivers must obey. As new drivers gain more experience, these restrictions are gradually removed. To get through the GLP, new drivers must pass three tests – one multiple-choice knowledge test and two road tests. It takes about three years to complete the process. For more information: Insurance Corporation of British Columbia: Graduated Licensing Insurance Corporation of British Columbia: Graduated Licensing"
What are the driving laws in BC?,"The Motor Vehicle Act defines British Columbia road laws. It outlines laws that govern the operation of motor vehicles on roads in British Columbia, defining the rules of the road and related offences and infractions. The Criminal Code of Canada defines criminal motor vehicle offences. The police enforce road laws by ticketing drivers for traffic violations, issuing sanctions for disobeying the rules (driving bans) and/or laying criminal offence charges. For more information: Immigration, Refugees and Citizenship Canada: Driving in Canada Immigration, Refugees and Citizenship Canada: Driving in Canada Insurance Corporation of British Columbia: Learn to Drive Smart Insurance Corporation of British Columbia: Learn to Drive Smart Insurance Corporation of British Columbia: Tickets and Penalties Insurance Corporation of British Columbia: Tickets and Penalties Government of British Columbia: Motor Vehicle Act Government of British Columbia: Motor Vehicle Act Government of Canada: Criminal Code of Canada Government of Canada: Criminal Code of Canada"
Do I need to use a car seat for my child?,A baby or young child under 9 years old must sit in a special safety seat. A child must not sit on an adult’s lap. All babies from birth to 1 year and up to 9 kg must be in a rear-facing child car seat. All children over 1 year and 9-18 kg must be in a forward-facing child car seat. All children over 18 kg should use a booster seat until they are 9 years old or 145 cm tall. Never put a child car seat in the front passenger seat. For more information: Insurance Corporation of British Columbia: Child Car Seats Insurance Corporation of British Columbia: Child Car Seats British Columbia Automobile Association: Child Passenger Safety British Columbia Automobile Association: Child Passenger Safety
Where can I find information on road conditions?,"There are many online tools available to you to check traffic or road and weather conditions before you get into your car or while you are on the road. Before heading off to your next destination, you can visit Drive BC’s Highway Cams website to check the road conditions on many major routes across the province. If you are already on the road, you can listen to the radio to learn the latest traffic reports. In the Metro Vancouver region, News 1130 is a popular traffic station that offers traffic reports and weather forecasts every 10 minutes, 24 hours a day and 7 days a week. For more information: ICBC Checking Road Conditions ICBC Checking Road Conditions DriveBC: BC HighwayCams DriveBC: BC HighwayCams DriveBC: Plan Your Route DriveBC: Plan Your Route Road Reports out of Province Road Reports out of Province News 1130: Latest Traffic Report News 1130: Latest Traffic Report"
What should I know about driving in the winter?,"Some areas of British Columbia have a lot of snow and very cold temperatures in the winter. It is important to get your car ready for winter driving. To winterize your car, you need to check the battery, keep antifreeze in the radiator, use winter windshield wiper fluid, get good tires, and keep an emergency kit in your car. In some parts of the province you will need a block heater to warm up your engine before you start your car. You can talk to people at your garage, service station or dealership for advice about winter car care. For more information: Insurance Corporation of British Columbia: Winter Driving Insurance Corporation of British Columbia: Winter Driving Government of Canada: Designated Winter Tire & Chain-up Routes Government of Canada: Designated Winter Tire & Chain-up Routes Government of Canada: Travelling in an Avalanche Area Government of Canada: Travelling in an Avalanche Area DriveBC: Road Conditions and Events DriveBC: Road Conditions and Events"
How do I report a car accident?,"When a car crash occurs, there are a number of things to think through and do. If possible, you should move your vehicle safely off or to the side of the road, turn on the flashers, call 911 if anyone is injured, obtain the name and contact information of all other motorists involved in the accident (name, driver’s license numbers, license plate numbers, etc.). If possible, you should obtain the names and contact information of any witnesses and take photos of the vehicles involved in the accident. If you have purchased Insurance Corporation of British Columbia (ICBC) car insurance, you can report your claim online or over the telephone. You will receive clear instructions from ICBC on how to process your claim, and how to get your vehicle fixed. ICBC also offers free, over-the-phone interpretation services in 170+ languages to support your claim if you are new to BC and English is not your first language. ICBC also has two language lines (Chinese and Punjabi) that immediately connect to interpreters in Chinese (1-855-813-2121) or Punjabi (1-866-906-6163). For more information: Insurance Corporation of British Columbia: Report a Claim Insurance Corporation of British Columbia: Report a Claim Insurance Corporation of British Columbia: What to Do After a Crash? Insurance Corporation of British Columbia: What to Do After a Crash?"
What are the costs of driving in BC?,"If you own a car, you must register your car and buy licence plates and car insurance. The costs of driving vary, depending on the type of vehicle you drive, where you live, how much you use your car, your driving record and more. For more information: British Columbia Automobile Association: Driving Costs Calculator British Columbia Automobile Association: Driving Costs Calculator"
Where can I buy a new or used vehicle in BC?,"Car dealers sell new and used vehicles. Before you start looking for a vehicle, figure out how much money you can spend and what kind of vehicle you need. It’s a good idea to look on the Internet or go to several dealers to compare prices before you buy. You can bargain with the salesperson to get a lower price. If you are buying a used vehicle, the dealer is responsible for telling you the history and making sure the vehicle is safe. You should test the vehicle and make sure that all promises the dealer makes are written into the purchase agreement and anything you sign. Make sure the dealer you buy your car from is licensed by the Motor Vehicle Sales Authority (VSA) of British Columbia. For more information: Insurance Corporation of British Columbia: Buy a Vehicle Insurance Corporation of British Columbia: Buy a Vehicle People’s Law School: Buying a Used Car People’s Law School: Buying a Used Car Vehicle Sales Authority of British Columbia Vehicle Sales Authority of British Columbia"
What is car insurance and do I need to get it?,"Insurance Corporation of British Columbia (ICBC) is the mandatory coverage you need for a vehicle in British Columbia. You can also choose to buy extra coverage for you, your family and your car with Optional Autoplan products. You can buy insurance at any Autoplan (insurance broker) office. Many things will affect the cost of your car insurance, such as where you live, the type of car you have, if you use your car for work or pleasure, and your driving record. If you were a safe driver in your country, you can ask your insurance company in that country to write a letter about your insurance claims record. This must be a notarized (official) letter in English. Take the letter with you when you buy your insurance because you may get a safe driving discount. For more information: Insurance Corporation of British Columbia: Auto Insurance Insurance Corporation of British Columbia: Auto Insurance"
What type of public transit is available in BC?,"Most cities and towns in British Columbia have a public transit system. BC Transit is responsible for coordinating the different municipal transit systems in British Columbia, except in Metro Vancouver where it is done by TransLink. BC Transit provides bus services in over 50 communities across British Columbia. TransLink operates the SkyTrain and WestCoast Express (rail), SeaBus (boat) and bus services in Metro Vancouver. You can find local bus maps and schedules online. For more information: BC Transit: Choose a Transit System BC Transit: Choose a Transit System TransLink: Schedules and Maps TransLink: Schedules and Maps"
How can I find information about public transit routes and schedules?,"Buses, SkyTrains, the WestCoast Express and the Seabus operate on scheduled routes and timelines. Most libraries carry pocket-size pamphlets of local bus schedules and maps. In the Metro Vancouver region, you may find maps and schedules on TransLink’s website. You may also use the online tool – Trip Planner – to find the best route and timing for your trip. Outside Metro Vancouver, you can find information on BC Transit’s website. When riding on a bus, if you want the bus driver to let you off at the next stop, pull the cord above your seat or push the red button. SkyTrains, the WestCoast Express and the Seabus stop at every station along the route. In the Metro Vancouver region, you can use a Compass Card – a reloadable fare card that works on buses, SkyTrains, the WestCoast Express and the SeaBus. Outside Metro Vancouver, you need exact change in coins, or a ticket, a daypass or a monthly pass to ride the bus. You will get a transfer from the driver when you pay your fare. Check the transfer to see how long you can use it. For more information: TransLink: Rider Guide TransLink: Rider Guide TransLink: Compass Card TransLink: Compass Card BC Transit: Choose a Transit System BC Transit: Choose a Transit System"
How much does it cost to use public transit?,"The cost to use public transit varies by community. If you take public transit regularly, it is cheaper to buy a pass or book of tickets. In the Metro Vancouver region, you can pay cash or use a Compass Card, and bus transfers on the bus. You will have to use a Compass Card or Compass ticket on SkyTrains, the WestCoast Express or the SeaBus. Bus transfers are not accepted on SkyTrains or the SeaBus. You can buy a Compass Card at Compass retailers, at a Compass Vending Machine, online or over the phone. Outside Metro Vancouver, you can buy these tickets and passes at many grocery stores, drugstores and convenience stores. Bus drivers do not sell tickets or passes. Children under 5 years old can ride for free when they are with an adult. Full-time students and seniors (65 years and older) may pay a lower price with valid identification. People with disabilities also get a special pass. For more information: BC Transit: Choose a Transit System BC Transit: Choose a Transit System TransLink: Fares TransLink: Fares TransLink: Compass Card TransLink: Compass Card"
Is there any public transit available for people with disabilities?,"People in wheelchairs and scooters can get on all public transit buses in communities throughout British Columbia. In many cities and towns, handyDART provides door-to-door public transit for people with disabilities, but you have to register with handyDART to use their services. The Government of British Columbia has a bus pass program for eligible low-income people with disabilities. Some taxis also take wheelchairs, but you need to ask for wheelchair services when you call the taxi company. For more information: BC Transit: Choose a Transit System BC Transit: Choose a Transit System TransLink: Transit Accessibility TransLink: Transit Accessibility Government of British Columbia: BC Bus Pass Program Government of British Columbia: BC Bus Pass Program"
How do I stay safe as a pedestrian?,"You should cross streets only at a corner or a crosswalk, and obey all traffic lights. It is against the law to cross in the middle of a block. This is called jaywalking, and if the police see you jaywalking, you may have to pay a fine. Many corners have crosswalks, which are wide white lines painted on the road or a sign. Cars should stop at crosswalks to let people cross. Although pedestrians have the right of way, you should always be careful when crossing a street. Look left first, then right. Make eye contact with drivers before stepping off the curb. When walking in the dark, especially over the winter season, you should keep yourself visible to drivers by wearing bright, reflective items, or adding a reflective sticker or patch to your jacket and bag. For more information: Insurance Corporation of British Columbia: Pedestrian safety Insurance Corporation of British Columbia: Pedestrian safety Royal Canadian Mounted Police: Pedestrian Safety Royal Canadian Mounted Police: Pedestrian Safety"
What should I know about riding a bicycle in BC?,"You do not need a licence to ride a bicycle in British Columbia. People on bicycles must ride on the road, not on the sidewalk. You must obey the same rules as car drivers. Only one person may ride a bicycle. A small child may ride in a special seat behind the adult rider. You must have a light in front and a red reflector on the back of your bicycle to ride at night. The law says everyone who rides a bicycle must wear a helmet (except Sikhs who wear a turban for religious reasons). Where there is a bike lane, you should use it. Some community centres and bicycle shops have free clinics to teach people how to ride safely. For more information: Government of British Columbia: Cycling Government of British Columbia: Cycling Insurance Corporation of British Columbia: Cycling Safety Insurance Corporation of British Columbia: Cycling Safety TransLink: Cycling in Metro Vancouver TransLink: Cycling in Metro Vancouver The Metro Vancouver Cyclists Handbook The Metro Vancouver Cyclists Handbook Vancouver Bike Share Vancouver Bike Share"
Where can I find information about bicycle routes in BC?,"If you live in Metro Vancouver, TransLink offers online cycling maps to help find cycling routes on bike paths and streets, as well as bike lockers. MapMyRide provides information about cycling routes in different communities throughout British Columbia. For more information: TransLink: Metro Vancouver Cycling Maps TransLink: Metro Vancouver Cycling Maps MapMyRide: Find British Columbia Routes MapMyRide: Find British Columbia Routes"
How does Canada’s legal system work?,"Canada’s legal system is based on the British system. The ideas of personal rights and freedoms came from the British System. In Quebec, parts of the legal system also came from France. In Canada, laws are made by the federal and provincial governments, and by past decisions of the courts. The courts uphold the law but they are separate from the government. Everyone must obey Canada’s laws, including the police, army and government. For more information: Government of Canada: Canada’s System of Justice – Where our Legal System Comes From Government of Canada: Canada’s System of Justice – Where our Legal System Comes From"
What is the court system in BC?,"Different courts deal with different kinds of legal problems. The main courts are the Provincial Court of BC, BC Supreme Court, BC Court of Appeal and Supreme Court of Canada. The Provincial Court of BC is the first level of trial court and has five divisions – criminal court (for most criminal cases), traffic court (for traffic tickets), family court (for divorce, custody of children and adoptions), youth court (for young people between 12-17 years old), and small claims court (for disagreements about business and money under $25,000). The Supreme Court is the superior trial court for the province and hears both civil and criminal cases, as well as some appeals from the Provincial Court. The Court of Appeal is the highest court in British Columbia, and hears appeals and reviews from the two trial courts, as well as appeals and reviews from administrative boards and tribunals. The Supreme Court of Canada is the highest court in Canada. It is based in Ottawa with nine judges chosen to represent the different regions of Canada. The Supreme Court has the power to review lower-court rulings on any legal issue. For more information: Government of British Columbia: The Courts of British Columbia Government of British Columbia: The Courts of British Columbia Courts of BC: Your Guide to the BC Court System Courts of BC: Your Guide to the BC Court System Government of Canada: Canada’s Court System – How the Courts are Organized Government of Canada: Canada’s Court System – How the Courts are Organized"
What is Alternative Dispute Resolution (ADR)?,"Alternative Dispute Resolution (ADR) refers to the methods used to resolve conflicts and disputes outside the courtroom. With ADR, people can usually settle their differences in ways that are more informal, less expensive and often faster than formal court proceedings. There are four main ADR processes. Negotiation is when the parties get together and sort out the problem between themselves. Mediation is when a mediator, a neutral third party, helps the parties negotiate an agreement. A neutral evaluation is when both parties select a neutral third party, possibly an expert, to make a non-binding, reasoned evaluation of their case on its merits. Arbitration is when disputes are submitted to an arbitrator, a neutral third party with expertise in a specific area of the law or a particular industry, who receives evidence and arguments from both parties and makes a binding decision. For more information: Government of Canada: Canada’s Court System – Alternative Approaches Government of Canada: Canada’s Court System – Alternative Approaches Supreme Court of British Columbia: Alternatives to Going to Court Supreme Court of British Columbia: Alternatives to Going to Court"
What are legal tribunals and boards?,"If you disagree with a decision made by a particular government agency that affects you, a special tribunal or board will hear your complaint and make a decision about your case. Tribunals and boards usually hear cases related to a specific area, such as immigration issues, tenant rights, employment insurance and human rights. Sometimes, a case must be heard by a tribunal or board rather than a court. Administrative tribunals provide justice between citizens and the government. According to the law, they must be independent bodies, even if their staff are employees of the government. The Federal Court of Canada hears appeals of decisions made by tribunals. For more information: ADMINLAW BC – What Is Admin Law? ADMINLAW BC – What Is Admin Law?"
What is the Canadian Charter of Rights and Freedoms?,"Canada has a law called the Canadian Charter of Rights and Freedoms, which are very important to Canadians. They include the right to free speech, freedom of religion, freedom to live and work anywhere in Canada, and the right to participate in peaceful political activities. For more information: Government of Canada: Guide to the Canadian Charter of Rights and Freedoms Government of Canada: Guide to the Canadian Charter of Rights and Freedoms Government of Canada: The Rights and Freedoms the Charter Protects Government of Canada: The Rights and Freedoms the Charter Protects"
Does Canada have human rights laws to protect people?,"Canada and British Columbia have human rights laws to protect people from many kinds of discrimination. Discrimination can include not getting a job or place to live because of your race, sex, age, religion, skin colour, disability or sexual orientation, or being refused service in a hotel, restaurant or other business. If you experience a problem with discrimination, you can contact the Canadian Human Rights Commission or the BC Human Rights Tribunal, depending on the type of problem you have. The BC Human Rights Clinic is also available to provide information and support. For more information: British Columbia’s Office of the Human Rights Commissioner: Human Rights in BC British Columbia’s Office of the Human Rights Commissioner: Human Rights in BC BC Human Rights Coalition: Human Rights – Your Rights to Know BC Human Rights Coalition: Human Rights – Your Rights to Know BC Human Rights Clinic : Free Legal Services BC Human Rights Clinic : Free Legal Services BC Human Rights Tribunal: Who can help BC Human Rights Tribunal: Who can help Canadian Human Rights Commission: Complaints – Am I in the Right Place? Canadian Human Rights Commission: Complaints – Am I in the Right Place?"
What is the Freedom of Information and Protection of Privacy Act?,"In British Columbia, the law protects your privacy. People and agencies cannot get or use your personal information, such as your name, address, birthdate or Social Insurance Number (SIN) without your permission. The law also gives you the right to see information about yourself, such as your medical records. You also have the right to see any reports about you, such as by teachers, employers or the police. For more information: Government of British Columbia: A Guide to the Personal Information Protection Act Government of British Columbia: A Guide to the Personal Information Protection Act Government of British Columbia: Freedom of Information and Protection of Privacy Act Government of British Columbia: Freedom of Information and Protection of Privacy Act"
What should I do if I can’t afford a lawyer?,"If you can’t afford a lawyer, there are resources and services that can help you. For example, the Dial-A-Law library, prepared by lawyers, gives practical information by telephone on many areas of law in British Columbia. The Immigrant Public Legal Education and Information (PLEI) Consortium project helps deliver public legal education and information for immigrants in Metro Vancouver. Their website has information about employment, residential tenancy, family law and domestic violence. There are also legal services that help people with low incomes with legal problems, such as: Legal Aid, Access Pro Bono Society of British Columbia, and UBC Law Students Legal Advice Program. The People’s Law School has created a list of all free and low-cost services available in British Columbia. For more information: People’s Law School: Low Cost and Free Legal Services People’s Law School: Low Cost and Free Legal Services Access Pro Bono: Lawyer Referral Access Pro Bono: Lawyer Referral Legal Aid BC: Refugee and Immigration Legal Help Legal Aid BC: Refugee and Immigration Legal Help"
How do I find a lawyer?,"There are different ways to find a lawyer. You can ask family members, friends and others in the community for a referral. Or you can contact your local settlement agency and they can provide suggestions. The Canadian Bar Association British Columbia Branch also has a Lawyer Referral Service that can help you – they will give you the name of a lawyer who will talk to you for up to 30 minutes for $25 plus taxes. For more information: Canadian Bar Association British Columbia Branch: Lawyer Referral Service Canadian Bar Association British Columbia Branch: Lawyer Referral Service The Law Society of British Columbia – Finding a Lawyer The Law Society of British Columbia – Finding a Lawyer"
How can I prepare for a meeting with a lawyer?,"If you have a legal problem, you may need help from a lawyer. It is important to understand what your lawyer can and cannot do for you and prepare well for your meetings. Everything you tell your lawyer is strictly confidential. This means that your lawyer cannot tell anyone else what you have said. It is important that you tell your lawyer the full truth about your situation so that s/he can help you. For more information: Community Legal Assistance Society: A Guide to a Successful Interview with a Lawyer Community Legal Assistance Society: A Guide to a Successful Interview with a Lawyer"
What is the role of the police in Canada?,"In Canada, the police are separate from the government and the army. The police are part of the community. Their duty is to protect the people in the community. British Columbia has many types of communities, from highly populated, large urban centres to small villages. The residents of each community have different policing needs. This is reflected in how policing is delivered throughout the province. In British Columbia, there is 1 Royal Canadian Mounted Police (RCMP) provincial force, 63 RCMP municipal forces, 11 independent municipal police departments, 1 First Nations administered force, and the RCMP federal force. For more information: Government of British Columbia: Policing in BC Government of British Columbia: Policing in BC"
How can I get help from the police?,"Many cities and towns have two phone numbers for the police. One is an emergency number and the other is a non-emergency number. You should call the emergency number if you or someone else is in danger or if a serious crime has just happened. In most areas of British Columbia, the emergency number is 9-1-1. This call is free, even from a pay phone. You can ask for help in your own language. In some communities, the emergency number is not 9-1-1. You can find the number in the front pages of the telephone book in your area. You should call the non-emergency number if no one is in danger or time has passed since the crime happened. You can find the number in the front pages of the telephone book in your area. If you are not sure which number to call, call the emergency number and tell them what is happening. They will be able to help you. For more information: E-Comm 9-1-1: Tips and Info E-Comm 9-1-1: Tips and Info E-Comm 9-1-1: Non-Emergency Calls E-Comm 9-1-1: Non-Emergency Calls"
How do I protect myself from scams aimed at new immigrants?,"When you move to British Columbia as a new immigrant, you may not be used to how organizations or governments operate. To protect yourself, you should be aware of scams and frauds that often target new immigrants to Canada. You should visit government websites to learn about common scams and frauds as well as how to protect yourself when a scam or a fraud occurs. It is important to note that Canadian government departments will not contact you over the telephone to collect any fees or fines, be aggressive or threaten to arrest or deport you, threaten to harm you or a member of your family, or damage your home or property. For more information: Government of Canada: Immigration, Refugees and Citizenship Canada: Internet, email and telephone scams Government of Canada: Immigration, Refugees and Citizenship Canada: Internet, email and telephone scams Government of Canada: Immigration, Refugees and Citizenship Canada: Types of Fraud Targeting Newcomers Government of Canada: Immigration, Refugees and Citizenship Canada: Types of Fraud Targeting Newcomers Government of Canada: Scam Prevention and the CRA Government of Canada: Scam Prevention and the CRA Government of Canada: Canadian Anti-Fraud Centre: Services and Information Government of Canada: Canadian Anti-Fraud Centre: Services and Information"
What types of housing structures are found in BC?,"There are several different types of housing structures found in BC. A detached home is a house that is not connected to any other houses and usually occupied by one family. It may be any size from a small, one-storey home to a huge mansion. A duplex is two separate housing units joined together by a common middle wall (also called a semi-detached home) or one unit above the other. A townhouse is a group of housing units in a row, often 2-3 storeys, joined together by common walls, each with its own entrance from the outside. An apartment or a condominium (usually shortened to condo) is a self-contained housing unit that is part of a building, joined together by common walls and with its entrance from a common hall. An apartment building has one owner for the whole building. In a condominium building, each unit is owned by one person or family. Strata housing is a popular choice in B.C. and commonly includes: townhouses, apartments and condos. A small portion of duplexes and even detached homes are part of strata corporations. Owners and residents in strata housing must following the Strata Property Act and regulations as well as the strata’s bylaws and rules. For more information: Government of Canada: Types of Housing Government of Canada: Types of Housing Government of British Columbia: Strata Housing Government of British Columbia: Strata Housing"
How much does it cost to live in BC?,"The cost of living will depend on where you live in British Columbia. The WelcomeBC Cost of Living Calculator can help you figure out how much it will cost to live in different communities in British Columbia. It compares things like housing, taxes, utilities and transportation. For more information: WorkBC: Cost of Living Calculator WorkBC: Cost of Living Calculator Living In Canada: Average Housing Prices in Canada Living In Canada: Average Housing Prices in Canada"
Is there an agency or someone who can help me find a temporary place to live while I find a home?,"If you don’t have relatives or friends in Canada that can provide you with a temporary place to live, you may have to stay at a hotel or in a short-term rental apartment. In B.C., it is not difficult to find a hotel with a small kitchen that allows you to prepare meals. After arrival, you can contact a settlement agency in your area to get information on local housing and the rental market, and receive support to find a temporary place to live. You may also get assistance from a certified realtor. For more information: Government of Canada: Temporary Housing Government of Canada: Temporary Housing Government of Canada: Immigration, Refugees and Citizenship Canada: Temporary Housing When you First Arrive Government of Canada: Immigration, Refugees and Citizenship Canada: Temporary Housing When you First Arrive Government of Canada: Immigration, Refugees and Citizenship Canada: Find Newcomer Services Near You Government of Canada: Immigration, Refugees and Citizenship Canada: Find Newcomer Services Near You "
What is the difference between renting and leasing a home?,"Rent is a month-to-month tenancy. This means that the tenancy does not have an end date. It continues on a monthly basis until the tenant or landlord gives proper notice to end the tenancy. A lease is a fixed-term tenancy. This means that the tenancy has a specified start and end date. If it does not specify what will happen at the end of the term, it is presumed to continue on a month-to-month basis."
What do I need to know before renting or leasing a home?,"There are many websites and publications that have been written for renters in British Columbia. They include information about residential tenancy laws, things renters should consider, important questions to ask the landlord, what landlords can and cannot do, rent increases, and more. Some publications are available in different languages. For more information: Government of British Columbia: Residential Tenancies Government of British Columbia: Residential Tenancies Tenant Resource and Advisory Centre: The Tenant Survival Guide Tenant Resource and Advisory Centre: The Tenant Survival Guide"
What is a Residential Tenancy Agreement?,"When you rent or lease a home in British Columbia, the tenant and landlord have to sign a Residential Tenancy Agreement. It is a contract that has the rules about the tenancy, including the amount of rent that must be paid each month, when the rent is due, and what the rent includes. Landlords are required to prepare a written agreement for every tenancy. Even if a landlord doesn’t prepare one, the standard terms of a tenancy agreement still apply. Landlords can collection some personal information when it is reasonable for making a decision if an applicant is likely to be a responsible tenant.Personal Information Protection Act for Tenants & Landlords in BCgoverns the collection, use and disclosure of personal information. Personal Information Protection Act for Tenants & Landlords in BC For more information: Government of British Columbia: Tenancy Agreements Government of British Columbia: Tenancy Agreements Office of Information and Privacy Commissioner of BC: Private Sector Landlord and Tenants Office of Information and Privacy Commissioner of BC: Private Sector Landlord and Tenants"
How can I find a home to rent or lease in BC?,"You may contact your local settlement agency. They might be able to help you find a home or provide you with tips and information. You can also find information about homes available in your community on the Internet, in the “Classifieds – Rentals” section of your local newspaper, or on community noticed boards. You can also look for signs that say “Vacancy” or “For Rent” on houses and apartment buildings. For more information: Government of Canada: Immigration, Refugees and Citizenship Canada: Find Newcomer Services Near You Government of Canada: Immigration, Refugees and Citizenship Canada: Find Newcomer Services Near You Craigslist Craigslist Kijiji Kijiji Online British Columbia Newspapers Online British Columbia Newspapers"
Who should I contact if I have a tenancy-related question or concern?,"You can contact the Tenant Resource and Advisory Centre (TRAC). They provide tenants with legal education and information about residential tenancy law. Or you can contact the Residential Tenancy Branch. They provide information and dispute resolution services to tenants and landlords, and can help you understand your rights and responsibilities. You may also contact your local settlement agency. They might be able to help you with your tenancy-related questions or concerns, or find you a free or low-cost legal assistance, if required. For more information: Tenant Resource and Advisory Centre Tenant Resource and Advisory Centre Government of British Columbia: Solving Problems Government of British Columbia: Solving Problems Settlement Services Map Settlement Services Map"
Can I get financial assistance to help pay for my rent?,"BC Housing is a government agency that helps people in greatest need. They provide subsidized (government-assisted) housing, where the amount of rent you pay is based on the money you earn. To be eligible for subsidized housing, you must meet the residency requirements and have a total household income below a certain amount. They also manage the Rental Assistance Program (RAP), which provides low-income, working families with cash to help pay their monthly rent. To be eligible, families must have an annual gross household income of $40,000 or less, have assets of $100,000 or less, have at least one dependent child, have been employed at some point over the last year and have lived in B.C. for 12 months. Housing co-operatives (co-ops) and some non-profit groups also provide low-cost housing. There is often a waiting list for these places. For more information: BC Housing: Rental Housing BC Housing: Rental Housing BC Housing: Contact Us BC Housing: Contact Us BC Housing: Rental Assistance Program BC Housing: Rental Assistance Program Co-operative Housing Federation of British Columbia: Find a Housing Co-operative Co-operative Housing Federation of British Columbia: Find a Housing Co-operative"
What rental scams should I be aware of?,"Unfortunately, rental scams are becoming more common in British Columbia. The link provides some information on the latest scams, as well as tips when looking to rent or lease a home. For more information: RCMP: Rental Scams RCMP: Rental Scams"
